,Week Ending Date,County,Season,FIPS,Count
515,2020-04-11,BROOME,2019-2020,36007,1
516,2020-04-11,ULSTER,2019-2020,36111,0
517,2020-04-11,WASHINGTON,2019-2020,36115,0
518,2020-04-11,BRONX,2019-2020,36005,12
519,2020-04-11,FRANKLIN,2019-2020,36033,1
520,2020-04-11,CHEMUNG,2019-2020,36015,1
521,2020-04-11,YATES,2019-2020,36123,0
522,2020-04-11,WYOMING,2019-2020,36121,1
523,2020-04-11,ALLEGANY,2019-2020,36003,2
524,2020-04-11,ONEIDA,2019-2020,36065,2
525,2020-04-11,ERIE,2019-2020,36029,3
526,2020-04-11,ORANGE,2019-2020,36071,1
527,2020-04-11,SULLIVAN,2019-2020,36105,0
528,2020-04-11,ESSEX,2019-2020,36031,0
529,2020-04-11,CATTARAUGUS,2019-2020,36009,0
530,2020-04-11,DUTCHESS,2019-2020,36027,3
531,2020-04-11,ONTARIO,2019-2020,36069,0
532,2020-04-11,GREENE,2019-2020,36039,1
533,2020-04-11,OTSEGO,2019-2020,36077,2
534,2020-04-11,WARREN,2019-2020,36113,2
535,2020-04-11,ORLEANS,2019-2020,36073,1
536,2020-04-11,ROCKLAND,2019-2020,36087,2
537,2020-04-11,TIOGA,2019-2020,36107,0
538,2020-04-11,CLINTON,2019-2020,36019,0
539,2020-04-11,CORTLAND,2019-2020,36023,2
540,2020-04-11,ONONDAGA,2019-2020,36067,4
541,2020-04-11,PUTNAM,2019-2020,36079,0
542,2020-04-11,LEWIS,2019-2020,36049,0
543,2020-04-11,SCHENECTADY,2019-2020,36093,0
544,2020-04-11,QUEENS,2019-2020,36081,5
545,2020-04-11,NIAGARA,2019-2020,36063,20
546,2020-04-11,SCHOHARIE,2019-2020,36095,2
547,2020-04-11,TOMPKINS,2019-2020,36109,0
548,2020-04-11,GENESEE,2019-2020,36037,0
549,2020-04-11,DELAWARE,2019-2020,36025,2
550,2020-04-11,SUFFOLK,2019-2020,36103,2
551,2020-04-11,CAYUGA,2019-2020,36011,1
552,2020-04-11,LIVINGSTON,2019-2020,36051,0
553,2020-04-11,ST LAWRENCE,2019-2020,36089,10
554,2020-04-11,STEUBEN,2019-2020,36101,0
555,2020-04-11,OSWEGO,2019-2020,36075,2
556,2020-04-11,WESTCHESTER,2019-2020,36119,6
557,2020-04-11,CHAUTAUQUA,2019-2020,36013,0
558,2020-10-03,OSWEGO,2020-2021,36075,0
559,2020-10-03,MONTGOMERY,2020-2021,36057,0
560,2020-10-03,QUEENS,2020-2021,36081,1
561,2020-10-03,RICHMOND,2020-2021,36085,0
562,2020-10-03,CORTLAND,2020-2021,36023,0
563,2020-10-03,WESTCHESTER,2020-2021,36119,0
564,2020-10-03,SULLIVAN,2020-2021,36105,1
565,2020-10-03,ORLEANS,2020-2021,36073,0
566,2020-10-03,LIVINGSTON,2020-2021,36051,0
567,2020-10-03,JEFFERSON,2020-2021,36045,0
568,2020-10-03,CATTARAUGUS,2020-2021,36009,0
569,2020-10-03,BROOME,2020-2021,36007,0
570,2020-10-03,MADISON,2020-2021,36053,0
571,2020-10-03,SUFFOLK,2020-2021,36103,0
572,2020-10-03,BRONX,2020-2021,36005,2
573,2020-10-03,ERIE,2020-2021,36029,0
574,2020-10-03,FRANKLIN,2020-2021,36033,0
575,2020-10-03,SENECA,2020-2021,36099,0
576,2020-10-03,ORANGE,2020-2021,36071,0
577,2020-10-03,CHEMUNG,2020-2021,36015,0
578,2020-10-03,WAYNE,2020-2021,36117,0
579,2020-10-03,TOMPKINS,2020-2021,36109,0
580,2020-10-03,ALLEGANY,2020-2021,36003,0
581,2020-10-03,GENESEE,2020-2021,36037,0
582,2020-10-03,CHAUTAUQUA,2020-2021,36013,1
583,2020-10-03,SCHOHARIE,2020-2021,36095,0
584,2020-10-03,STEUBEN,2020-2021,36101,0
585,2020-10-03,DELAWARE,2020-2021,36025,0
586,2020-10-03,CAYUGA,2020-2021,36011,0
587,2020-10-03,SCHENECTADY,2020-2021,36093,0
588,2020-10-03,LEWIS,2020-2021,36049,0
589,2020-10-03,WYOMING,2020-2021,36121,0
590,2020-10-03,DUTCHESS,2020-2021,36027,4
591,2020-10-03,NIAGARA,2020-2021,36063,0
592,2020-10-03,ONEIDA,2020-2021,36065,0
593,2020-10-03,CLINTON,2020-2021,36019,0
594,2020-10-03,ESSEX,2020-2021,36031,1
595,2020-10-03,ONTARIO,2020-2021,36069,0
596,2020-10-03,GREENE,2020-2021,36039,0
597,2020-10-03,WARREN,2020-2021,36113,1
598,2020-10-03,TIOGA,2020-2021,36107,0
599,2020-10-03,ONONDAGA,2020-2021,36067,1
600,2020-10-03,PUTNAM,2020-2021,36079,0
601,2020-10-03,ROCKLAND,2020-2021,36087,1
602,2020-10-03,ST LAWRENCE,2020-2021,36089,0
603,2020-10-03,FULTON,2020-2021,36035,0
604,2020-10-03,WASHINGTON,2020-2021,36115,0
605,2020-10-03,ULSTER,2020-2021,36111,0
606,2020-10-03,SCHUYLER,2020-2021,36097,0
607,2020-10-03,MONROE,2020-2021,36055,0
608,2020-10-03,SARATOGA,2020-2021,36091,0
609,2020-10-03,COLUMBIA,2020-2021,36021,0
610,2020-10-03,HERKIMER,2020-2021,36043,0
611,2020-10-03,OTSEGO,2020-2021,36077,0
612,2020-10-03,HAMILTON,2020-2021,36041,0
613,2020-10-03,RENSSELAER,2020-2021,36083,1
614,2020-10-03,NASSAU,2020-2021,36059,7
615,2020-10-03,CHENANGO,2020-2021,36017,0
616,2020-10-03,NEW YORK,2020-2021,36061,0
617,2020-10-03,KINGS,2020-2021,36047,3
618,2020-10-03,ALBANY,2020-2021,36001,0
619,2020-10-03,YATES,2020-2021,36123,0
620,2020-10-10,MONTGOMERY,2020-2021,36057,1
621,2020-10-10,SULLIVAN,2020-2021,36105,1
622,2020-10-10,ALBANY,2020-2021,36001,0
623,2020-10-10,MADISON,2020-2021,36053,0
624,2020-10-10,NASSAU,2020-2021,36059,3
625,2020-10-10,ALLEGANY,2020-2021,36003,0
626,2020-10-10,MONROE,2020-2021,36055,1
627,2020-10-10,SUFFOLK,2020-2021,36103,4
628,2020-10-10,YATES,2020-2021,36123,0
629,2020-10-10,NEW YORK,2020-2021,36061,0
630,2020-10-10,CHEMUNG,2020-2021,36015,0
631,2020-10-10,OSWEGO,2020-2021,36075,0
632,2020-10-10,BROOME,2020-2021,36007,0
633,2020-10-10,WARREN,2020-2021,36113,0
634,2020-10-10,WYOMING,2020-2021,36121,0
635,2020-10-10,WAYNE,2020-2021,36117,0
636,2020-10-10,ROCKLAND,2020-2021,36087,0
637,2020-10-10,SCHUYLER,2020-2021,36097,0
638,2020-10-10,COLUMBIA,2020-2021,36021,0
639,2020-10-10,GENESEE,2020-2021,36037,0
640,2020-10-10,JEFFERSON,2020-2021,36045,0
641,2020-10-10,ONTARIO,2020-2021,36069,0
642,2020-10-10,CLINTON,2020-2021,36019,0
643,2020-10-10,SARATOGA,2020-2021,36091,0
644,2020-10-10,HERKIMER,2020-2021,36043,0
645,2020-10-10,DUTCHESS,2020-2021,36027,2
646,2020-10-10,SCHOHARIE,2020-2021,36095,0
647,2020-10-10,LIVINGSTON,2020-2021,36051,0
648,2020-10-10,BRONX,2020-2021,36005,6
649,2020-10-10,CHENANGO,2020-2021,36017,0
650,2020-10-10,NIAGARA,2020-2021,36063,0
651,2020-10-10,TOMPKINS,2020-2021,36109,0
652,2020-10-10,QUEENS,2020-2021,36081,3
653,2020-10-10,GREENE,2020-2021,36039,0
654,2020-10-10,HAMILTON,2020-2021,36041,0
655,2020-10-10,WASHINGTON,2020-2021,36115,0
656,2020-10-10,RENSSELAER,2020-2021,36083,0
657,2020-10-10,SCHENECTADY,2020-2021,36093,0
658,2020-10-10,ORLEANS,2020-2021,36073,0
659,2020-10-10,PUTNAM,2020-2021,36079,2
660,2020-10-10,ORANGE,2020-2021,36071,1
661,2020-10-10,FRANKLIN,2020-2021,36033,0
662,2020-10-10,ST LAWRENCE,2020-2021,36089,0
663,2020-10-10,FULTON,2020-2021,36035,0
664,2020-10-10,ONEIDA,2020-2021,36065,0
665,2020-10-10,WESTCHESTER,2020-2021,36119,0
666,2020-10-10,DELAWARE,2020-2021,36025,0
667,2020-10-10,ONONDAGA,2020-2021,36067,2
668,2020-10-10,CORTLAND,2020-2021,36023,0
669,2020-10-10,SENECA,2020-2021,36099,0
670,2020-10-10,RICHMOND,2020-2021,36085,0
671,2020-10-10,CHAUTAUQUA,2020-2021,36013,2
672,2020-10-10,CAYUGA,2020-2021,36011,0
673,2020-10-10,CATTARAUGUS,2020-2021,36009,1
674,2020-10-10,LEWIS,2020-2021,36049,0
675,2020-10-10,ULSTER,2020-2021,36111,0
676,2020-10-10,OTSEGO,2020-2021,36077,0
677,2020-10-10,ERIE,2020-2021,36029,0
678,2020-10-10,ESSEX,2020-2021,36031,0
679,2020-10-10,TIOGA,2020-2021,36107,0
680,2020-10-10,STEUBEN,2020-2021,36101,1
681,2020-10-10,KINGS,2020-2021,36047,3
682,2020-10-17,QUEENS,2020-2021,36081,4
683,2020-10-17,ONEIDA,2020-2021,36065,0
684,2020-10-17,NIAGARA,2020-2021,36063,0
685,2020-10-17,ALLEGANY,2020-2021,36003,0
686,2020-10-17,CATTARAUGUS,2020-2021,36009,0
687,2020-10-17,PUTNAM,2020-2021,36079,2
688,2020-10-17,SCHENECTADY,2020-2021,36093,0
689,2020-10-17,LEWIS,2020-2021,36049,0
690,2020-10-17,ST LAWRENCE,2020-2021,36089,0
691,2020-10-17,HAMILTON,2020-2021,36041,0
692,2020-10-17,CHENANGO,2020-2021,36017,1
693,2020-10-17,SCHOHARIE,2020-2021,36095,0
694,2020-10-17,SUFFOLK,2020-2021,36103,3
695,2020-10-17,ESSEX,2020-2021,36031,0
696,2020-10-17,BROOME,2020-2021,36007,0
697,2020-10-17,WARREN,2020-2021,36113,2
698,2020-10-17,WYOMING,2020-2021,36121,0
699,2020-10-17,ERIE,2020-2021,36029,4
700,2020-10-17,CHAUTAUQUA,2020-2021,36013,0
701,2020-10-17,SCHUYLER,2020-2021,36097,0
702,2020-10-17,ONONDAGA,2020-2021,36067,0
703,2020-10-17,JEFFERSON,2020-2021,36045,2
704,2020-10-17,CHEMUNG,2020-2021,36015,0
705,2020-10-17,CAYUGA,2020-2021,36011,0
706,2020-10-17,ONTARIO,2020-2021,36069,0
707,2020-10-17,HERKIMER,2020-2021,36043,0
708,2020-10-17,KINGS,2020-2021,36047,11
709,2020-10-17,ORANGE,2020-2021,36071,2
710,2020-10-17,SENECA,2020-2021,36099,0
711,2020-10-17,WASHINGTON,2020-2021,36115,0
712,2020-10-17,NEW YORK,2020-2021,36061,1
713,2020-10-17,SARATOGA,2020-2021,36091,0
714,2020-10-17,YATES,2020-2021,36123,0
715,2020-10-17,ULSTER,2020-2021,36111,0
716,2020-10-17,CLINTON,2020-2021,36019,0
717,2020-10-17,OTSEGO,2020-2021,36077,0
718,2020-10-17,RICHMOND,2020-2021,36085,1
719,2020-10-17,GENESEE,2020-2021,36037,0
720,2020-10-17,COLUMBIA,2020-2021,36021,0
721,2020-10-17,CORTLAND,2020-2021,36023,1
722,2020-10-17,ROCKLAND,2020-2021,36087,0
723,2020-10-17,FULTON,2020-2021,36035,0
724,2020-10-17,OSWEGO,2020-2021,36075,0
725,2020-10-17,WAYNE,2020-2021,36117,0
726,2020-10-17,SULLIVAN,2020-2021,36105,3
727,2020-10-17,DUTCHESS,2020-2021,36027,5
728,2020-10-17,STEUBEN,2020-2021,36101,2
729,2020-10-17,NASSAU,2020-2021,36059,19
730,2020-10-17,LIVINGSTON,2020-2021,36051,0
731,2020-10-17,FRANKLIN,2020-2021,36033,0
732,2020-10-17,GREENE,2020-2021,36039,0
733,2020-10-17,WESTCHESTER,2020-2021,36119,3
734,2020-10-17,BRONX,2020-2021,36005,7
735,2020-10-17,MADISON,2020-2021,36053,1
736,2020-10-17,ORLEANS,2020-2021,36073,0
737,2020-10-17,TIOGA,2020-2021,36107,0
738,2020-10-17,RENSSELAER,2020-2021,36083,0
739,2020-10-17,MONROE,2020-2021,36055,0
740,2020-10-17,DELAWARE,2020-2021,36025,0
741,2020-10-17,ALBANY,2020-2021,36001,1
742,2020-10-17,TOMPKINS,2020-2021,36109,0
743,2020-10-17,MONTGOMERY,2020-2021,36057,0
744,2020-10-24,FULTON,2020-2021,36035,2
745,2020-10-24,SENECA,2020-2021,36099,0
746,2020-10-24,ERIE,2020-2021,36029,1
747,2020-10-24,FRANKLIN,2020-2021,36033,0
748,2020-10-24,WESTCHESTER,2020-2021,36119,3
749,2020-10-24,CHAUTAUQUA,2020-2021,36013,0
750,2020-10-24,CORTLAND,2020-2021,36023,0
751,2020-10-24,CAYUGA,2020-2021,36011,0
752,2020-10-24,ONEIDA,2020-2021,36065,0
753,2020-10-24,RICHMOND,2020-2021,36085,3
754,2020-10-24,CATTARAUGUS,2020-2021,36009,0
755,2020-10-24,KINGS,2020-2021,36047,4
756,2020-10-24,OTSEGO,2020-2021,36077,1
757,2020-10-24,ALBANY,2020-2021,36001,0
758,2020-10-24,SUFFOLK,2020-2021,36103,7
759,2020-10-24,YATES,2020-2021,36123,0
760,2020-10-24,DELAWARE,2020-2021,36025,0
761,2020-10-24,WAYNE,2020-2021,36117,0
762,2020-10-24,OSWEGO,2020-2021,36075,0
763,2020-10-24,ESSEX,2020-2021,36031,0
764,2020-10-24,ORLEANS,2020-2021,36073,1
765,2020-10-24,SCHENECTADY,2020-2021,36093,2
766,2020-10-24,RENSSELAER,2020-2021,36083,0
767,2020-10-24,GREENE,2020-2021,36039,0
768,2020-10-24,HAMILTON,2020-2021,36041,0
769,2020-10-24,PUTNAM,2020-2021,36079,3
770,2020-10-24,TOMPKINS,2020-2021,36109,0
771,2020-10-24,CHENANGO,2020-2021,36017,1
772,2020-10-24,ORANGE,2020-2021,36071,2
773,2020-10-24,MONROE,2020-2021,36055,3
774,2020-10-24,NASSAU,2020-2021,36059,6
775,2020-10-24,SCHOHARIE,2020-2021,36095,0
776,2020-10-24,ULSTER,2020-2021,36111,0
777,2020-10-24,SARATOGA,2020-2021,36091,1
778,2020-10-24,CLINTON,2020-2021,36019,0
779,2020-10-24,CHEMUNG,2020-2021,36015,1
780,2020-10-24,GENESEE,2020-2021,36037,0
781,2020-10-24,JEFFERSON,2020-2021,36045,0
782,2020-10-24,ONONDAGA,2020-2021,36067,4
783,2020-10-24,COLUMBIA,2020-2021,36021,0
784,2020-10-24,ROCKLAND,2020-2021,36087,1
785,2020-10-24,SCHUYLER,2020-2021,36097,0
786,2020-10-24,WYOMING,2020-2021,36121,0
787,2020-10-24,SULLIVAN,2020-2021,36105,2
788,2020-10-24,DUTCHESS,2020-2021,36027,4
789,2020-10-24,ALLEGANY,2020-2021,36003,0
790,2020-10-24,ONTARIO,2020-2021,36069,0
791,2020-10-24,LEWIS,2020-2021,36049,0
792,2020-10-24,HERKIMER,2020-2021,36043,0
793,2020-10-24,WARREN,2020-2021,36113,3
794,2020-10-24,BROOME,2020-2021,36007,0
795,2020-10-24,STEUBEN,2020-2021,36101,0
796,2020-10-24,WASHINGTON,2020-2021,36115,1
797,2020-10-24,LIVINGSTON,2020-2021,36051,0
798,2020-10-24,NIAGARA,2020-2021,36063,0
799,2020-10-24,ST LAWRENCE,2020-2021,36089,0
800,2020-10-24,BRONX,2020-2021,36005,1
801,2020-10-24,MADISON,2020-2021,36053,0
802,2020-10-24,NEW YORK,2020-2021,36061,1
803,2020-10-24,QUEENS,2020-2021,36081,4
804,2020-10-24,MONTGOMERY,2020-2021,36057,0
805,2020-10-24,TIOGA,2020-2021,36107,0
806,2020-10-31,SARATOGA,2020-2021,36091,2
807,2020-10-31,ALLEGANY,2020-2021,36003,0
808,2020-10-31,LIVINGSTON,2020-2021,36051,0
809,2020-10-31,NASSAU,2020-2021,36059,7
810,2020-10-31,BROOME,2020-2021,36007,0
811,2020-10-31,ESSEX,2020-2021,36031,0
812,2020-10-31,GENESEE,2020-2021,36037,0
813,2020-10-31,WAYNE,2020-2021,36117,0
814,2020-10-31,COLUMBIA,2020-2021,36021,0
815,2020-10-31,WYOMING,2020-2021,36121,0
816,2020-10-31,ERIE,2020-2021,36029,12
817,2020-10-31,ROCKLAND,2020-2021,36087,0
818,2020-10-31,OSWEGO,2020-2021,36075,0
819,2020-10-31,CAYUGA,2020-2021,36011,0
820,2020-10-31,SULLIVAN,2020-2021,36105,2
821,2020-10-31,KINGS,2020-2021,36047,15
822,2020-10-31,DUTCHESS,2020-2021,36027,1
823,2020-10-31,WASHINGTON,2020-2021,36115,0
824,2020-10-31,ULSTER,2020-2021,36111,1
825,2020-10-31,MONTGOMERY,2020-2021,36057,0
826,2020-10-31,CHAUTAUQUA,2020-2021,36013,0
827,2020-10-31,SCHUYLER,2020-2021,36097,0
828,2020-10-31,MONROE,2020-2021,36055,1
829,2020-10-31,HERKIMER,2020-2021,36043,0
830,2020-10-31,SCHOHARIE,2020-2021,36095,1
831,2020-10-31,ORANGE,2020-2021,36071,4
832,2020-10-31,NIAGARA,2020-2021,36063,2
833,2020-10-31,CHENANGO,2020-2021,36017,0
834,2020-10-31,PUTNAM,2020-2021,36079,2
835,2020-10-31,ONTARIO,2020-2021,36069,0
836,2020-10-31,QUEENS,2020-2021,36081,6
837,2020-10-31,HAMILTON,2020-2021,36041,0
838,2020-10-31,SCHENECTADY,2020-2021,36093,2
839,2020-10-31,CHEMUNG,2020-2021,36015,1
840,2020-10-31,BRONX,2020-2021,36005,2
841,2020-10-31,JEFFERSON,2020-2021,36045,0
842,2020-10-31,NEW YORK,2020-2021,36061,1
843,2020-10-31,ORLEANS,2020-2021,36073,0
844,2020-10-31,GREENE,2020-2021,36039,1
845,2020-10-31,MADISON,2020-2021,36053,0
846,2020-10-31,TOMPKINS,2020-2021,36109,2
847,2020-10-31,ONONDAGA,2020-2021,36067,1
848,2020-10-31,RENSSELAER,2020-2021,36083,2
849,2020-10-31,STEUBEN,2020-2021,36101,1
850,2020-10-31,WARREN,2020-2021,36113,1
851,2020-10-31,FRANKLIN,2020-2021,36033,0
852,2020-10-31,CLINTON,2020-2021,36019,1
853,2020-10-31,ALBANY,2020-2021,36001,1
854,2020-10-31,CORTLAND,2020-2021,36023,0
855,2020-10-31,YATES,2020-2021,36123,0
856,2020-10-31,ONEIDA,2020-2021,36065,2
857,2020-10-31,TIOGA,2020-2021,36107,0
858,2020-10-31,LEWIS,2020-2021,36049,1
859,2020-10-31,RICHMOND,2020-2021,36085,3
860,2020-10-31,ST LAWRENCE,2020-2021,36089,0
861,2020-10-31,DELAWARE,2020-2021,36025,0
862,2020-10-31,SUFFOLK,2020-2021,36103,3
863,2020-10-31,SENECA,2020-2021,36099,0
864,2020-10-31,OTSEGO,2020-2021,36077,1
865,2020-10-31,CATTARAUGUS,2020-2021,36009,0
866,2020-10-31,WESTCHESTER,2020-2021,36119,5
867,2020-10-31,FULTON,2020-2021,36035,1
868,2020-11-07,RENSSELAER,2020-2021,36083,2
869,2020-11-07,ONEIDA,2020-2021,36065,0
870,2020-11-07,ONONDAGA,2020-2021,36067,0
871,2020-11-07,TOMPKINS,2020-2021,36109,1
872,2020-11-07,SCHUYLER,2020-2021,36097,0
873,2020-11-07,MONROE,2020-2021,36055,3
874,2020-11-07,ESSEX,2020-2021,36031,2
875,2020-11-07,YATES,2020-2021,36123,0
876,2020-11-07,ALBANY,2020-2021,36001,0
877,2020-11-07,OTSEGO,2020-2021,36077,3
878,2020-11-07,ALLEGANY,2020-2021,36003,2
879,2020-11-07,NASSAU,2020-2021,36059,16
880,2020-11-07,RICHMOND,2020-2021,36085,17
881,2020-11-07,LIVINGSTON,2020-2021,36051,0
882,2020-11-07,BROOME,2020-2021,36007,1
883,2020-11-07,SARATOGA,2020-2021,36091,3
884,2020-11-07,WARREN,2020-2021,36113,0
885,2020-11-07,WYOMING,2020-2021,36121,2
886,2020-11-07,TIOGA,2020-2021,36107,0
887,2020-11-07,GREENE,2020-2021,36039,0
888,2020-11-07,SCHOHARIE,2020-2021,36095,0
889,2020-11-07,LEWIS,2020-2021,36049,0
890,2020-11-07,ORANGE,2020-2021,36071,0
891,2020-11-07,NIAGARA,2020-2021,36063,2
892,2020-11-07,WESTCHESTER,2020-2021,36119,7
893,2020-11-07,CHENANGO,2020-2021,36017,2
894,2020-11-07,PUTNAM,2020-2021,36079,5
895,2020-11-07,ST LAWRENCE,2020-2021,36089,0
896,2020-11-07,ONTARIO,2020-2021,36069,0
897,2020-11-07,MADISON,2020-2021,36053,2
898,2020-11-07,QUEENS,2020-2021,36081,22
899,2020-11-07,CATTARAUGUS,2020-2021,36009,3
900,2020-11-07,SCHENECTADY,2020-2021,36093,2
901,2020-11-07,CHEMUNG,2020-2021,36015,0
902,2020-11-07,BRONX,2020-2021,36005,1
903,2020-11-07,DELAWARE,2020-2021,36025,1
904,2020-11-07,JEFFERSON,2020-2021,36045,2
905,2020-11-07,WAYNE,2020-2021,36117,0
906,2020-11-07,NEW YORK,2020-2021,36061,4
907,2020-11-07,ORLEANS,2020-2021,36073,0
908,2020-11-07,HAMILTON,2020-2021,36041,0
909,2020-11-07,CLINTON,2020-2021,36019,0
910,2020-11-07,HERKIMER,2020-2021,36043,3
911,2020-11-07,OSWEGO,2020-2021,36075,0
912,2020-11-07,CAYUGA,2020-2021,36011,0
913,2020-11-07,SENECA,2020-2021,36099,0
914,2020-11-07,GENESEE,2020-2021,36037,0
915,2020-11-07,CORTLAND,2020-2021,36023,1
916,2020-11-07,COLUMBIA,2020-2021,36021,0
917,2020-11-07,WASHINGTON,2020-2021,36115,3
918,2020-11-07,SUFFOLK,2020-2021,36103,3
919,2020-11-07,ULSTER,2020-2021,36111,0
920,2020-11-07,SULLIVAN,2020-2021,36105,3
921,2020-11-07,FULTON,2020-2021,36035,0
922,2020-11-07,ROCKLAND,2020-2021,36087,2
923,2020-11-07,ERIE,2020-2021,36029,31
924,2020-11-07,CHAUTAUQUA,2020-2021,36013,3
925,2020-11-07,KINGS,2020-2021,36047,10
926,2020-11-07,DUTCHESS,2020-2021,36027,4
927,2020-11-07,FRANKLIN,2020-2021,36033,0
928,2020-11-07,MONTGOMERY,2020-2021,36057,0
929,2020-11-07,STEUBEN,2020-2021,36101,0
930,2020-11-14,ORLEANS,2020-2021,36073,0
931,2020-11-14,FULTON,2020-2021,36035,0
932,2020-11-14,GREENE,2020-2021,36039,0
933,2020-11-14,PUTNAM,2020-2021,36079,3
934,2020-11-14,ROCKLAND,2020-2021,36087,0
935,2020-11-14,TOMPKINS,2020-2021,36109,0
936,2020-11-14,ONONDAGA,2020-2021,36067,5
937,2020-11-14,CLINTON,2020-2021,36019,0
938,2020-11-14,SENECA,2020-2021,36099,0
939,2020-11-14,HERKIMER,2020-2021,36043,0
940,2020-11-14,NEW YORK,2020-2021,36061,3
941,2020-11-14,KINGS,2020-2021,36047,7
942,2020-11-14,SCHENECTADY,2020-2021,36093,2
943,2020-11-14,SULLIVAN,2020-2021,36105,2
944,2020-11-14,CATTARAUGUS,2020-2021,36009,0
945,2020-11-14,WASHINGTON,2020-2021,36115,2
946,2020-11-14,BRONX,2020-2021,36005,8
947,2020-11-14,CHEMUNG,2020-2021,36015,0
948,2020-11-14,ST LAWRENCE,2020-2021,36089,0
949,2020-11-14,QUEENS,2020-2021,36081,6
950,2020-11-14,ONTARIO,2020-2021,36069,0
951,2020-11-14,DELAWARE,2020-2021,36025,1
952,2020-11-14,CAYUGA,2020-2021,36011,0
953,2020-11-14,JEFFERSON,2020-2021,36045,1
954,2020-11-14,OSWEGO,2020-2021,36075,0
955,2020-11-14,CORTLAND,2020-2021,36023,2
956,2020-11-14,TIOGA,2020-2021,36107,0
957,2020-11-14,DUTCHESS,2020-2021,36027,2
958,2020-11-14,ONEIDA,2020-2021,36065,2
959,2020-11-14,ERIE,2020-2021,36029,79
960,2020-11-14,NASSAU,2020-2021,36059,11
961,2020-11-14,FRANKLIN,2020-2021,36033,0
962,2020-11-14,NIAGARA,2020-2021,36063,6
963,2020-11-14,GENESEE,2020-2021,36037,2
964,2020-11-14,RICHMOND,2020-2021,36085,13
965,2020-11-14,LEWIS,2020-2021,36049,0
966,2020-11-14,WYOMING,2020-2021,36121,2
967,2020-11-14,SARATOGA,2020-2021,36091,1
968,2020-11-14,STEUBEN,2020-2021,36101,1
969,2020-11-14,SCHOHARIE,2020-2021,36095,0
970,2020-11-14,LIVINGSTON,2020-2021,36051,0
971,2020-11-14,MADISON,2020-2021,36053,1
972,2020-11-14,BROOME,2020-2021,36007,2
973,2020-11-14,WAYNE,2020-2021,36117,0
974,2020-11-14,WESTCHESTER,2020-2021,36119,2
975,2020-11-14,ALLEGANY,2020-2021,36003,0
976,2020-11-14,CHENANGO,2020-2021,36017,1
977,2020-11-14,MONTGOMERY,2020-2021,36057,0
978,2020-11-14,OTSEGO,2020-2021,36077,2
979,2020-11-14,WARREN,2020-2021,36113,2
980,2020-11-14,ALBANY,2020-2021,36001,0
981,2020-11-14,COLUMBIA,2020-2021,36021,0
982,2020-11-14,SCHUYLER,2020-2021,36097,0
983,2020-11-14,ULSTER,2020-2021,36111,0
984,2020-11-14,SUFFOLK,2020-2021,36103,11
985,2020-11-14,RENSSELAER,2020-2021,36083,1
986,2020-11-14,MONROE,2020-2021,36055,9
987,2020-11-14,ESSEX,2020-2021,36031,2
988,2020-11-14,ORANGE,2020-2021,36071,0
989,2020-11-14,YATES,2020-2021,36123,0
990,2020-11-14,CHAUTAUQUA,2020-2021,36013,3
991,2020-11-14,HAMILTON,2020-2021,36041,0
992,2020-11-21,PUTNAM,2020-2021,36079,4
993,2020-11-21,NIAGARA,2020-2021,36063,7
994,2020-11-21,SCHOHARIE,2020-2021,36095,0
995,2020-11-21,CHENANGO,2020-2021,36017,1
996,2020-11-21,HAMILTON,2020-2021,36041,0
997,2020-11-21,ULSTER,2020-2021,36111,0
998,2020-11-21,ORANGE,2020-2021,36071,0
999,2020-11-21,GREENE,2020-2021,36039,0
1000,2020-11-21,SCHENECTADY,2020-2021,36093,0
1001,2020-11-21,WAYNE,2020-2021,36117,0
1002,2020-11-21,LIVINGSTON,2020-2021,36051,0
1003,2020-11-21,RICHMOND,2020-2021,36085,4
1004,2020-11-21,CLINTON,2020-2021,36019,2
1005,2020-11-21,GENESEE,2020-2021,36037,0
1006,2020-11-21,SARATOGA,2020-2021,36091,1
1007,2020-11-21,FRANKLIN,2020-2021,36033,0
1008,2020-11-21,NASSAU,2020-2021,36059,6
1009,2020-11-21,MONTGOMERY,2020-2021,36057,0
1010,2020-11-21,FULTON,2020-2021,36035,0
1011,2020-11-21,RENSSELAER,2020-2021,36083,1
1012,2020-11-21,MONROE,2020-2021,36055,0
1013,2020-11-21,CORTLAND,2020-2021,36023,1
1014,2020-11-21,YATES,2020-2021,36123,0
1015,2020-11-21,ALBANY,2020-2021,36001,0
1016,2020-11-21,COLUMBIA,2020-2021,36021,0
1017,2020-11-21,DUTCHESS,2020-2021,36027,5
1018,2020-11-21,TOMPKINS,2020-2021,36109,0
1019,2020-11-21,ROCKLAND,2020-2021,36087,1
1020,2020-11-21,OTSEGO,2020-2021,36077,0
1021,2020-11-21,TIOGA,2020-2021,36107,0
1022,2020-11-21,ORLEANS,2020-2021,36073,0
1023,2020-11-21,NEW YORK,2020-2021,36061,4
1024,2020-11-21,DELAWARE,2020-2021,36025,1
1025,2020-11-21,OSWEGO,2020-2021,36075,0
1026,2020-11-21,WASHINGTON,2020-2021,36115,1
1027,2020-11-21,BRONX,2020-2021,36005,4
1028,2020-11-21,SULLIVAN,2020-2021,36105,1
1029,2020-11-21,STEUBEN,2020-2021,36101,0
1030,2020-11-21,WESTCHESTER,2020-2021,36119,9
