,Week Ending Date,County,Season,FIPS,Count
4524,2022-04-30,SCHUYLER,2021-2022,36097,10
4525,2022-04-30,MADISON,2021-2022,36053,25
4526,2022-05-07,GREENE,2021-2022,36039,0
4527,2022-05-07,MONTGOMERY,2021-2022,36057,31
4528,2022-05-07,WASHINGTON,2021-2022,36115,51
4529,2022-05-07,RICHMOND,2021-2022,36085,147
4530,2022-05-07,LIVINGSTON,2021-2022,36051,58
4531,2022-05-07,LEWIS,2021-2022,36049,5
4532,2022-05-07,MADISON,2021-2022,36053,26
4533,2022-05-07,ST LAWRENCE,2021-2022,36089,17
4534,2022-05-07,SCHUYLER,2021-2022,36097,9
4535,2022-05-07,ALBANY,2021-2022,36001,43
4536,2022-05-07,CHEMUNG,2021-2022,36015,43
4537,2022-05-07,NASSAU,2021-2022,36059,1064
4538,2022-05-07,MONROE,2021-2022,36055,245
4539,2022-05-07,TIOGA,2021-2022,36107,5
4540,2022-05-07,JEFFERSON,2021-2022,36045,108
4541,2022-05-07,CLINTON,2021-2022,36019,25
4542,2022-05-07,RENSSELAER,2021-2022,36083,39
4543,2022-05-07,KINGS,2021-2022,36047,495
4544,2022-05-07,CHENANGO,2021-2022,36017,10
4545,2022-05-07,CORTLAND,2021-2022,36023,46
4546,2022-05-07,ORLEANS,2021-2022,36073,7
4547,2022-05-07,GENESEE,2021-2022,36037,22
4548,2022-05-07,WAYNE,2021-2022,36117,96
4549,2022-05-07,WESTCHESTER,2021-2022,36119,1188
4550,2022-05-07,ONONDAGA,2021-2022,36067,206
4551,2022-05-07,ULSTER,2021-2022,36111,61
4552,2022-05-07,WYOMING,2021-2022,36121,7
4553,2022-05-07,BROOME,2021-2022,36007,78
4554,2022-05-07,SCHOHARIE,2021-2022,36095,3
4555,2022-05-07,ERIE,2021-2022,36029,94
4556,2022-05-07,FULTON,2021-2022,36035,21
4557,2022-05-07,CATTARAUGUS,2021-2022,36009,4
4558,2022-05-07,ONTARIO,2021-2022,36069,63
4559,2022-05-07,SULLIVAN,2021-2022,36105,26
4560,2022-05-07,ESSEX,2021-2022,36031,26
4561,2022-05-07,CAYUGA,2021-2022,36011,15
4562,2022-05-07,PUTNAM,2021-2022,36079,163
4563,2022-05-07,FRANKLIN,2021-2022,36033,3
4564,2022-05-07,ORANGE,2021-2022,36071,398
4565,2022-05-07,TOMPKINS,2021-2022,36109,37
4566,2022-05-07,SUFFOLK,2021-2022,36103,1194
4567,2022-05-07,ONEIDA,2021-2022,36065,108
4568,2022-05-07,DUTCHESS,2021-2022,36027,221
4569,2022-05-07,DELAWARE,2021-2022,36025,17
4570,2022-05-07,SCHENECTADY,2021-2022,36093,25
4571,2022-05-07,CHAUTAUQUA,2021-2022,36013,11
4572,2022-05-07,HERKIMER,2021-2022,36043,16
4573,2022-05-07,STEUBEN,2021-2022,36101,43
4574,2022-05-07,ROCKLAND,2021-2022,36087,135
4575,2022-05-07,NEW YORK,2021-2022,36061,376
4576,2022-05-07,OSWEGO,2021-2022,36075,70
4577,2022-05-07,ALLEGANY,2021-2022,36003,6
4578,2022-05-07,HAMILTON,2021-2022,36041,1
4579,2022-05-07,OTSEGO,2021-2022,36077,45
4580,2022-05-07,BRONX,2021-2022,36005,674
4581,2022-05-07,NIAGARA,2021-2022,36063,36
4582,2022-05-07,QUEENS,2021-2022,36081,732
4583,2022-05-07,SARATOGA,2021-2022,36091,55
4584,2022-05-07,COLUMBIA,2021-2022,36021,11
4585,2022-05-07,YATES,2021-2022,36123,17
4586,2022-05-07,WARREN,2021-2022,36113,57
4587,2022-05-07,SENECA,2021-2022,36099,16
4588,2022-05-14,CATTARAUGUS,2021-2022,36009,1
4589,2022-05-14,SULLIVAN,2021-2022,36105,47
4590,2022-05-14,OTSEGO,2021-2022,36077,46
4591,2022-05-14,WASHINGTON,2021-2022,36115,24
4592,2022-05-14,ORLEANS,2021-2022,36073,10
4593,2022-05-14,SENECA,2021-2022,36099,10
4594,2022-05-14,OSWEGO,2021-2022,36075,79
4595,2022-05-14,LIVINGSTON,2021-2022,36051,43
4596,2022-05-14,ULSTER,2021-2022,36111,59
4597,2022-05-14,ALBANY,2021-2022,36001,49
4598,2022-05-14,MADISON,2021-2022,36053,28
4599,2022-05-14,NASSAU,2021-2022,36059,920
4600,2022-05-14,NEW YORK,2021-2022,36061,298
4601,2022-05-14,ALLEGANY,2021-2022,36003,8
4602,2022-05-14,SCHUYLER,2021-2022,36097,12
4603,2022-05-14,WARREN,2021-2022,36113,47
4604,2022-05-14,MONTGOMERY,2021-2022,36057,43
4605,2022-05-14,QUEENS,2021-2022,36081,634
4606,2022-05-14,NIAGARA,2021-2022,36063,29
4607,2022-05-14,SUFFOLK,2021-2022,36103,951
4608,2022-05-14,ONEIDA,2021-2022,36065,95
4609,2022-05-14,YATES,2021-2022,36123,11
4610,2022-05-14,MONROE,2021-2022,36055,210
4611,2022-05-14,WYOMING,2021-2022,36121,13
4612,2022-05-14,SCHOHARIE,2021-2022,36095,12
4613,2022-05-14,CHAUTAUQUA,2021-2022,36013,16
4614,2022-05-14,ONTARIO,2021-2022,36069,34
4615,2022-05-14,CHEMUNG,2021-2022,36015,20
4616,2022-05-14,BROOME,2021-2022,36007,74
4617,2022-05-14,CAYUGA,2021-2022,36011,9
4618,2022-05-14,RENSSELAER,2021-2022,36083,49
4619,2022-05-14,PUTNAM,2021-2022,36079,128
4620,2022-05-14,ORANGE,2021-2022,36071,359
4621,2022-05-14,ONONDAGA,2021-2022,36067,152
4622,2022-05-14,ST LAWRENCE,2021-2022,36089,17
4623,2022-05-14,STEUBEN,2021-2022,36101,43
4624,2022-05-14,KINGS,2021-2022,36047,475
4625,2022-05-14,CORTLAND,2021-2022,36023,36
4626,2022-05-14,TIOGA,2021-2022,36107,7
4627,2022-05-14,FRANKLIN,2021-2022,36033,12
4628,2022-05-14,FULTON,2021-2022,36035,52
4629,2022-05-14,ESSEX,2021-2022,36031,42
4630,2022-05-14,JEFFERSON,2021-2022,36045,108
4631,2022-05-14,CLINTON,2021-2022,36019,45
4632,2022-05-14,RICHMOND,2021-2022,36085,120
4633,2022-05-14,WAYNE,2021-2022,36117,38
4634,2022-05-14,GENESEE,2021-2022,36037,10
4635,2022-05-14,CHENANGO,2021-2022,36017,9
4636,2022-05-14,TOMPKINS,2021-2022,36109,41
4637,2022-05-14,LEWIS,2021-2022,36049,11
4638,2022-05-14,ERIE,2021-2022,36029,89
4639,2022-05-14,WESTCHESTER,2021-2022,36119,1191
4640,2022-05-14,GREENE,2021-2022,36039,9
4641,2022-05-14,DELAWARE,2021-2022,36025,10
4642,2022-05-14,SCHENECTADY,2021-2022,36093,26
4643,2022-05-14,HERKIMER,2021-2022,36043,21
4644,2022-05-14,ROCKLAND,2021-2022,36087,155
4645,2022-05-14,HAMILTON,2021-2022,36041,1
4646,2022-05-14,BRONX,2021-2022,36005,572
4647,2022-05-14,SARATOGA,2021-2022,36091,52
4648,2022-05-14,COLUMBIA,2021-2022,36021,9
4649,2022-05-14,DUTCHESS,2021-2022,36027,233
4650,2022-05-21,ALLEGANY,2021-2022,36003,9
4651,2022-05-21,CLINTON,2021-2022,36019,29
4652,2022-05-21,JEFFERSON,2021-2022,36045,129
4653,2022-05-21,SCHOHARIE,2021-2022,36095,4
4654,2022-05-21,FULTON,2021-2022,36035,57
4655,2022-05-21,ROCKLAND,2021-2022,36087,135
4656,2022-05-21,MONROE,2021-2022,36055,209
4657,2022-05-21,HAMILTON,2021-2022,36041,0
4658,2022-05-21,TIOGA,2021-2022,36107,7
4659,2022-05-21,KINGS,2021-2022,36047,472
4660,2022-05-21,WYOMING,2021-2022,36121,12
4661,2022-05-21,CHAUTAUQUA,2021-2022,36013,5
4662,2022-05-21,WAYNE,2021-2022,36117,12
4663,2022-05-21,MONTGOMERY,2021-2022,36057,24
4664,2022-05-21,ALBANY,2021-2022,36001,51
4665,2022-05-21,QUEENS,2021-2022,36081,630
4666,2022-05-21,COLUMBIA,2021-2022,36021,9
4667,2022-05-21,SUFFOLK,2021-2022,36103,619
4668,2022-05-21,NASSAU,2021-2022,36059,787
4669,2022-05-21,HERKIMER,2021-2022,36043,18
4670,2022-05-21,GREENE,2021-2022,36039,17
4671,2022-05-21,TOMPKINS,2021-2022,36109,43
4672,2022-05-21,NIAGARA,2021-2022,36063,23
4673,2022-05-21,CORTLAND,2021-2022,36023,28
4674,2022-05-21,BRONX,2021-2022,36005,543
4675,2022-05-21,ONEIDA,2021-2022,36065,41
4676,2022-05-21,GENESEE,2021-2022,36037,5
4677,2022-05-21,SCHENECTADY,2021-2022,36093,23
4678,2022-05-21,WARREN,2021-2022,36113,31
4679,2022-05-21,ONONDAGA,2021-2022,36067,104
4680,2022-05-21,BROOME,2021-2022,36007,35
4681,2022-05-21,CHENANGO,2021-2022,36017,8
4682,2022-05-21,STEUBEN,2021-2022,36101,28
4683,2022-05-21,ST LAWRENCE,2021-2022,36089,10
4684,2022-05-21,SULLIVAN,2021-2022,36105,36
4685,2022-05-21,CHEMUNG,2021-2022,36015,7
4686,2022-05-21,MADISON,2021-2022,36053,15
4687,2022-05-21,CATTARAUGUS,2021-2022,36009,4
4688,2022-05-21,ERIE,2021-2022,36029,56
4689,2022-05-21,LEWIS,2021-2022,36049,13
4690,2022-05-21,YATES,2021-2022,36123,4
4691,2022-05-21,SCHUYLER,2021-2022,36097,14
4692,2022-05-21,ULSTER,2021-2022,36111,65
4693,2022-05-21,LIVINGSTON,2021-2022,36051,64
4694,2022-05-21,SENECA,2021-2022,36099,12
4695,2022-05-21,DUTCHESS,2021-2022,36027,188
4696,2022-05-21,OSWEGO,2021-2022,36075,55
4697,2022-05-21,SARATOGA,2021-2022,36091,32
4698,2022-05-21,OTSEGO,2021-2022,36077,32
4699,2022-05-21,WASHINGTON,2021-2022,36115,33
4700,2022-05-21,DELAWARE,2021-2022,36025,9
4701,2022-05-21,WESTCHESTER,2021-2022,36119,776
4702,2022-05-21,RICHMOND,2021-2022,36085,148
4703,2022-05-21,NEW YORK,2021-2022,36061,257
4704,2022-05-21,FRANKLIN,2021-2022,36033,14
4705,2022-05-21,ESSEX,2021-2022,36031,24
4706,2022-05-21,ORANGE,2021-2022,36071,276
4707,2022-05-21,RENSSELAER,2021-2022,36083,39
4708,2022-05-21,CAYUGA,2021-2022,36011,11
4709,2022-05-21,PUTNAM,2021-2022,36079,82
4710,2022-05-21,ONTARIO,2021-2022,36069,37
4711,2022-05-21,ORLEANS,2021-2022,36073,12
4712,2022-05-28,QUEENS,2021-2022,36081,493
4713,2022-05-28,FRANKLIN,2021-2022,36033,13
4714,2022-05-28,SENECA,2021-2022,36099,10
4715,2022-05-28,DUTCHESS,2021-2022,36027,99
4716,2022-05-28,ONTARIO,2021-2022,36069,14
4717,2022-05-28,NEW YORK,2021-2022,36061,257
4718,2022-05-28,ORLEANS,2021-2022,36073,0
4719,2022-05-28,WARREN,2021-2022,36113,17
4720,2022-05-28,SUFFOLK,2021-2022,36103,409
4721,2022-05-28,SARATOGA,2021-2022,36091,18
4722,2022-05-28,OTSEGO,2021-2022,36077,37
4723,2022-05-28,CORTLAND,2021-2022,36023,9
4724,2022-05-28,ROCKLAND,2021-2022,36087,85
4725,2022-05-28,DELAWARE,2021-2022,36025,6
4726,2022-05-28,CAYUGA,2021-2022,36011,11
4727,2022-05-28,TOMPKINS,2021-2022,36109,5
4728,2022-05-28,OSWEGO,2021-2022,36075,60
4729,2022-05-28,COLUMBIA,2021-2022,36021,7
4730,2022-05-28,GREENE,2021-2022,36039,10
4731,2022-05-28,ONONDAGA,2021-2022,36067,67
4732,2022-05-28,WAYNE,2021-2022,36117,17
4733,2022-05-28,PUTNAM,2021-2022,36079,52
4734,2022-05-28,SCHUYLER,2021-2022,36097,3
4735,2022-05-28,ERIE,2021-2022,36029,41
4736,2022-05-28,SULLIVAN,2021-2022,36105,20
4737,2022-05-28,ESSEX,2021-2022,36031,9
4738,2022-05-28,GENESEE,2021-2022,36037,4
4739,2022-05-28,WESTCHESTER,2021-2022,36119,443
4740,2022-05-28,ONEIDA,2021-2022,36065,36
4741,2022-05-28,WYOMING,2021-2022,36121,14
4742,2022-05-28,ALBANY,2021-2022,36001,13
4743,2022-05-28,CATTARAUGUS,2021-2022,36009,4
4744,2022-05-28,FULTON,2021-2022,36035,37
4745,2022-05-28,NIAGARA,2021-2022,36063,28
4746,2022-05-28,ORANGE,2021-2022,36071,138
4747,2022-05-28,SCHOHARIE,2021-2022,36095,7
4748,2022-05-28,ULSTER,2021-2022,36111,37
4749,2022-05-28,STEUBEN,2021-2022,36101,10
4750,2022-05-28,BROOME,2021-2022,36007,20
4751,2022-05-28,BRONX,2021-2022,36005,526
4752,2022-05-28,CHEMUNG,2021-2022,36015,3
4753,2022-05-28,HAMILTON,2021-2022,36041,0
4754,2022-05-28,ALLEGANY,2021-2022,36003,9
4755,2022-05-28,ST LAWRENCE,2021-2022,36089,8
4756,2022-05-28,SCHENECTADY,2021-2022,36093,15
4757,2022-05-28,LIVINGSTON,2021-2022,36051,28
4758,2022-05-28,KINGS,2021-2022,36047,439
4759,2022-05-28,TIOGA,2021-2022,36107,5
4760,2022-05-28,LEWIS,2021-2022,36049,11
4761,2022-05-28,MONROE,2021-2022,36055,81
4762,2022-05-28,YATES,2021-2022,36123,4
4763,2022-05-28,MADISON,2021-2022,36053,9
4764,2022-05-28,NASSAU,2021-2022,36059,488
4765,2022-05-28,MONTGOMERY,2021-2022,36057,15
4766,2022-05-28,HERKIMER,2021-2022,36043,13
4767,2022-05-28,CHAUTAUQUA,2021-2022,36013,11
4768,2022-05-28,CLINTON,2021-2022,36019,22
4769,2022-05-28,JEFFERSON,2021-2022,36045,88
4770,2022-05-28,WASHINGTON,2021-2022,36115,15
4771,2022-05-28,RENSSELAER,2021-2022,36083,28
4772,2022-05-28,CHENANGO,2021-2022,36017,3
4773,2022-05-28,RICHMOND,2021-2022,36085,122
4774,2022-06-04,ONTARIO,2021-2022,36069,6
4775,2022-06-04,FRANKLIN,2021-2022,36033,16
4776,2022-06-04,TIOGA,2021-2022,36107,2
4777,2022-06-04,ROCKLAND,2021-2022,36087,49
4778,2022-06-04,KINGS,2021-2022,36047,319
4779,2022-06-04,CHEMUNG,2021-2022,36015,3
4780,2022-06-04,CAYUGA,2021-2022,36011,4
4781,2022-06-04,CORTLAND,2021-2022,36023,4
4782,2022-06-04,ORANGE,2021-2022,36071,81
4783,2022-06-04,MONROE,2021-2022,36055,77
4784,2022-06-04,SCHOHARIE,2021-2022,36095,3
4785,2022-06-04,FULTON,2021-2022,36035,8
4786,2022-06-04,ALBANY,2021-2022,36001,17
4787,2022-06-04,WYOMING,2021-2022,36121,5
4788,2022-06-04,SULLIVAN,2021-2022,36105,4
4789,2022-06-04,STEUBEN,2021-2022,36101,8
4790,2022-06-04,BROOME,2021-2022,36007,8
4791,2022-06-04,RENSSELAER,2021-2022,36083,8
4792,2022-06-04,WASHINGTON,2021-2022,36115,19
4793,2022-06-04,CHENANGO,2021-2022,36017,0
4794,2022-06-04,OTSEGO,2021-2022,36077,3
4795,2022-06-04,DELAWARE,2021-2022,36025,0
4796,2022-06-04,SARATOGA,2021-2022,36091,9
4797,2022-06-04,OSWEGO,2021-2022,36075,23
4798,2022-06-04,YATES,2021-2022,36123,2
4799,2022-06-04,DUTCHESS,2021-2022,36027,66
4800,2022-06-04,LEWIS,2021-2022,36049,10
4801,2022-06-04,SENECA,2021-2022,36099,0
4802,2022-06-04,ESSEX,2021-2022,36031,18
4803,2022-06-04,SCHUYLER,2021-2022,36097,0
4804,2022-06-04,WESTCHESTER,2021-2022,36119,263
4805,2022-06-04,ULSTER,2021-2022,36111,10
4806,2022-06-04,SCHENECTADY,2021-2022,36093,13
4807,2022-06-04,CATTARAUGUS,2021-2022,36009,0
4808,2022-06-04,MADISON,2021-2022,36053,2
4809,2022-06-04,ST LAWRENCE,2021-2022,36089,3
4810,2022-06-04,ERIE,2021-2022,36029,27
4811,2022-06-04,ORLEANS,2021-2022,36073,2
4812,2022-06-04,JEFFERSON,2021-2022,36045,40
4813,2022-06-04,RICHMOND,2021-2022,36085,109
4814,2022-06-04,LIVINGSTON,2021-2022,36051,12
4815,2022-06-04,PUTNAM,2021-2022,36079,23
4816,2022-06-04,NEW YORK,2021-2022,36061,143
4817,2022-06-04,ONEIDA,2021-2022,36065,18
4818,2022-06-04,TOMPKINS,2021-2022,36109,0
4819,2022-06-04,NASSAU,2021-2022,36059,254
4820,2022-06-04,CHAUTAUQUA,2021-2022,36013,0
4821,2022-06-04,CLINTON,2021-2022,36019,24
4822,2022-06-04,WARREN,2021-2022,36113,20
4823,2022-06-04,GREENE,2021-2022,36039,7
4824,2022-06-04,MONTGOMERY,2021-2022,36057,13
4825,2022-06-04,ONONDAGA,2021-2022,36067,48
4826,2022-06-04,HERKIMER,2021-2022,36043,6
4827,2022-06-04,QUEENS,2021-2022,36081,274
4828,2022-06-04,NIAGARA,2021-2022,36063,20
4829,2022-06-04,BRONX,2021-2022,36005,314
4830,2022-06-04,COLUMBIA,2021-2022,36021,3
4831,2022-06-04,GENESEE,2021-2022,36037,4
4832,2022-06-04,HAMILTON,2021-2022,36041,1
4833,2022-06-04,ALLEGANY,2021-2022,36003,7
4834,2022-06-04,WAYNE,2021-2022,36117,4
4835,2022-06-04,SUFFOLK,2021-2022,36103,187
4836,2022-06-11,COLUMBIA,2021-2022,36021,3
4837,2022-06-11,ERIE,2021-2022,36029,18
4838,2022-06-11,MADISON,2021-2022,36053,3
4839,2022-06-11,ULSTER,2021-2022,36111,3
4840,2022-06-11,RENSSELAER,2021-2022,36083,9
4841,2022-06-11,NASSAU,2021-2022,36059,181
4842,2022-06-11,BROOME,2021-2022,36007,7
4843,2022-06-11,GREENE,2021-2022,36039,1
4844,2022-06-11,HERKIMER,2021-2022,36043,4
4845,2022-06-11,ESSEX,2021-2022,36031,9
4846,2022-06-11,NIAGARA,2021-2022,36063,15
4847,2022-06-11,ORANGE,2021-2022,36071,55
4848,2022-06-11,RICHMOND,2021-2022,36085,70
4849,2022-06-11,SENECA,2021-2022,36099,0
4850,2022-06-11,ORLEANS,2021-2022,36073,2
4851,2022-06-11,ST LAWRENCE,2021-2022,36089,1
4852,2022-06-11,SCHENECTADY,2021-2022,36093,10
4853,2022-06-11,NEW YORK,2021-2022,36061,88
4854,2022-06-11,HAMILTON,2021-2022,36041,0
4855,2022-06-11,CHENANGO,2021-2022,36017,0
4856,2022-06-11,OTSEGO,2021-2022,36077,5
4857,2022-06-11,DELAWARE,2021-2022,36025,1
4858,2022-06-11,TOMPKINS,2021-2022,36109,1
4859,2022-06-11,WASHINGTON,2021-2022,36115,4
4860,2022-06-11,SCHUYLER,2021-2022,36097,0
4861,2022-06-11,OSWEGO,2021-2022,36075,21
4862,2022-06-11,WARREN,2021-2022,36113,9
4863,2022-06-11,YATES,2021-2022,36123,2
4864,2022-06-11,LEWIS,2021-2022,36049,5
4865,2022-06-11,DUTCHESS,2021-2022,36027,33
4866,2022-06-11,CHAUTAUQUA,2021-2022,36013,1
4867,2022-06-11,SUFFOLK,2021-2022,36103,148
4868,2022-06-11,LIVINGSTON,2021-2022,36051,0
4869,2022-06-11,QUEENS,2021-2022,36081,217
4870,2022-06-11,WESTCHESTER,2021-2022,36119,145
4871,2022-06-11,STEUBEN,2021-2022,36101,0
4872,2022-06-11,CATTARAUGUS,2021-2022,36009,1
4873,2022-06-11,ROCKLAND,2021-2022,36087,19
4874,2022-06-11,SARATOGA,2021-2022,36091,3
4875,2022-06-11,CLINTON,2021-2022,36019,22
4876,2022-06-11,SULLIVAN,2021-2022,36105,5
4877,2022-06-11,FULTON,2021-2022,36035,2
4878,2022-06-11,WYOMING,2021-2022,36121,1
4879,2022-06-11,GENESEE,2021-2022,36037,1
4880,2022-06-11,KINGS,2021-2022,36047,181
4881,2022-06-11,ONONDAGA,2021-2022,36067,28
4882,2022-06-11,CORTLAND,2021-2022,36023,1
4883,2022-06-11,CHEMUNG,2021-2022,36015,2
4884,2022-06-11,JEFFERSON,2021-2022,36045,23
4885,2022-06-11,ONTARIO,2021-2022,36069,3
4886,2022-06-11,ALBANY,2021-2022,36001,17
4887,2022-06-11,MONROE,2021-2022,36055,32
4888,2022-06-11,MONTGOMERY,2021-2022,36057,1
4889,2022-06-11,ONEIDA,2021-2022,36065,11
4890,2022-06-11,SCHOHARIE,2021-2022,36095,0
4891,2022-06-11,WAYNE,2021-2022,36117,2
4892,2022-06-11,FRANKLIN,2021-2022,36033,11
4893,2022-06-11,TIOGA,2021-2022,36107,0
4894,2022-06-11,ALLEGANY,2021-2022,36003,2
4895,2022-06-11,PUTNAM,2021-2022,36079,19
4896,2022-06-11,BRONX,2021-2022,36005,160
4897,2022-06-11,CAYUGA,2021-2022,36011,4
4898,2022-06-18,LIVINGSTON,2021-2022,36051,0
4899,2022-06-18,MONROE,2021-2022,36055,13
4900,2022-06-18,JEFFERSON,2021-2022,36045,16
4901,2022-06-18,CHAUTAUQUA,2021-2022,36013,3
4902,2022-06-18,ST LAWRENCE,2021-2022,36089,3
4903,2022-06-18,FULTON,2021-2022,36035,1
4904,2022-06-18,WASHINGTON,2021-2022,36115,9
4905,2022-06-18,LEWIS,2021-2022,36049,1
4906,2022-06-18,NEW YORK,2021-2022,36061,66
4907,2022-06-18,ONONDAGA,2021-2022,36067,23
4908,2022-06-18,HAMILTON,2021-2022,36041,0
4909,2022-06-18,WAYNE,2021-2022,36117,1
4910,2022-06-18,OTSEGO,2021-2022,36077,3
4911,2022-06-18,TOMPKINS,2021-2022,36109,0
4912,2022-06-18,DELAWARE,2021-2022,36025,0
4913,2022-06-18,SULLIVAN,2021-2022,36105,4
4914,2022-06-18,BRONX,2021-2022,36005,98
4915,2022-06-18,YATES,2021-2022,36123,1
4916,2022-06-18,SCHUYLER,2021-2022,36097,0
4917,2022-06-18,OSWEGO,2021-2022,36075,7
4918,2022-06-18,QUEENS,2021-2022,36081,137
4919,2022-06-18,SCHOHARIE,2021-2022,36095,0
4920,2022-06-18,WARREN,2021-2022,36113,19
4921,2022-06-18,WYOMING,2021-2022,36121,0
4922,2022-06-18,CHENANGO,2021-2022,36017,2
4923,2022-06-18,WESTCHESTER,2021-2022,36119,105
4924,2022-06-18,TIOGA,2021-2022,36107,2
4925,2022-06-18,MONTGOMERY,2021-2022,36057,1
4926,2022-06-18,CORTLAND,2021-2022,36023,0
4927,2022-06-18,GENESEE,2021-2022,36037,0
4928,2022-06-18,RENSSELAER,2021-2022,36083,10
4929,2022-06-18,STEUBEN,2021-2022,36101,2
4930,2022-06-18,CHEMUNG,2021-2022,36015,0
4931,2022-06-18,ESSEX,2021-2022,36031,8
4932,2022-06-18,ONTARIO,2021-2022,36069,1
4933,2022-06-18,ORANGE,2021-2022,36071,44
4934,2022-06-18,ALLEGANY,2021-2022,36003,3
4935,2022-06-18,NIAGARA,2021-2022,36063,15
4936,2022-06-18,HERKIMER,2021-2022,36043,3
4937,2022-06-18,FRANKLIN,2021-2022,36033,7
4938,2022-06-18,ROCKLAND,2021-2022,36087,45
4939,2022-06-18,SUFFOLK,2021-2022,36103,61
4940,2022-06-18,RICHMOND,2021-2022,36085,43
4941,2022-06-18,BROOME,2021-2022,36007,7
4942,2022-06-18,DUTCHESS,2021-2022,36027,14
4943,2022-06-18,GREENE,2021-2022,36039,1
4944,2022-06-18,KINGS,2021-2022,36047,152
4945,2022-06-18,SCHENECTADY,2021-2022,36093,5
4946,2022-06-18,ONEIDA,2021-2022,36065,8
4947,2022-06-18,NASSAU,2021-2022,36059,137
4948,2022-06-18,CATTARAUGUS,2021-2022,36009,1
4949,2022-06-18,ALBANY,2021-2022,36001,14
4950,2022-06-18,MADISON,2021-2022,36053,2
4951,2022-06-18,COLUMBIA,2021-2022,36021,2
4952,2022-06-18,ORLEANS,2021-2022,36073,2
4953,2022-06-18,ERIE,2021-2022,36029,12
4954,2022-06-18,PUTNAM,2021-2022,36079,4
4955,2022-06-18,ULSTER,2021-2022,36111,3
4956,2022-06-18,SARATOGA,2021-2022,36091,5
4957,2022-06-18,CLINTON,2021-2022,36019,11
4958,2022-06-18,SENECA,2021-2022,36099,0
4959,2022-06-18,CAYUGA,2021-2022,36011,2
4960,2022-06-25,BROOME,2021-2022,36007,4
4961,2022-06-25,SCHUYLER,2021-2022,36097,0
4962,2022-06-25,STEUBEN,2021-2022,36101,1
4963,2022-06-25,SULLIVAN,2021-2022,36105,1
4964,2022-06-25,YATES,2021-2022,36123,0
4965,2022-06-25,BRONX,2021-2022,36005,94
4966,2022-06-25,ALLEGANY,2021-2022,36003,1
4967,2022-06-25,GREENE,2021-2022,36039,1
4968,2022-06-25,PUTNAM,2021-2022,36079,5
4969,2022-06-25,CORTLAND,2021-2022,36023,0
4970,2022-06-25,WARREN,2021-2022,36113,10
4971,2022-06-25,WESTCHESTER,2021-2022,36119,68
4972,2022-06-25,ORLEANS,2021-2022,36073,0
4973,2022-06-25,LIVINGSTON,2021-2022,36051,0
4974,2022-06-25,SARATOGA,2021-2022,36091,4
4975,2022-06-25,DELAWARE,2021-2022,36025,0
4976,2022-06-25,WASHINGTON,2021-2022,36115,4
4977,2022-06-25,DUTCHESS,2021-2022,36027,7
4978,2022-06-25,ERIE,2021-2022,36029,6
4979,2022-06-25,LEWIS,2021-2022,36049,0
4980,2022-06-25,ESSEX,2021-2022,36031,6
4981,2022-06-25,RICHMOND,2021-2022,36085,31
4982,2022-06-25,ORANGE,2021-2022,36071,4
4983,2022-06-25,ONEIDA,2021-2022,36065,11
4984,2022-06-25,ROCKLAND,2021-2022,36087,9
4985,2022-06-25,FRANKLIN,2021-2022,36033,2
4986,2022-06-25,TIOGA,2021-2022,36107,0
4987,2022-06-25,CATTARAUGUS,2021-2022,36009,0
4988,2022-06-25,FULTON,2021-2022,36035,2
4989,2022-06-25,ONTARIO,2021-2022,36069,4
4990,2022-06-25,NASSAU,2021-2022,36059,81
4991,2022-06-25,KINGS,2021-2022,36047,87
4992,2022-06-25,WAYNE,2021-2022,36117,0
4993,2022-06-25,GENESEE,2021-2022,36037,2
4994,2022-06-25,JEFFERSON,2021-2022,36045,9
4995,2022-06-25,HERKIMER,2021-2022,36043,3
4996,2022-06-25,ONONDAGA,2021-2022,36067,8
4997,2022-06-25,TOMPKINS,2021-2022,36109,0
4998,2022-06-25,ST LAWRENCE,2021-2022,36089,0
4999,2022-06-25,COLUMBIA,2021-2022,36021,0
5000,2022-06-25,NIAGARA,2021-2022,36063,11
5001,2022-06-25,WYOMING,2021-2022,36121,0
5002,2022-06-25,OTSEGO,2021-2022,36077,4
5003,2022-06-25,SUFFOLK,2021-2022,36103,56
5004,2022-06-25,NEW YORK,2021-2022,36061,41
5005,2022-06-25,ALBANY,2021-2022,36001,2
5006,2022-06-25,MONTGOMERY,2021-2022,36057,6
5007,2022-06-25,SCHOHARIE,2021-2022,36095,1
5008,2022-06-25,CAYUGA,2021-2022,36011,1
5009,2022-06-25,OSWEGO,2021-2022,36075,1
5010,2022-06-25,SENECA,2021-2022,36099,1
5011,2022-06-25,CHAUTAUQUA,2021-2022,36013,4
5012,2022-06-25,QUEENS,2021-2022,36081,110
5013,2022-06-25,CHEMUNG,2021-2022,36015,0
5014,2022-06-25,HAMILTON,2021-2022,36041,0
5015,2022-06-25,RENSSELAER,2021-2022,36083,1
5016,2022-06-25,MADISON,2021-2022,36053,0
5017,2022-06-25,CLINTON,2021-2022,36019,7
5018,2022-06-25,ULSTER,2021-2022,36111,2
5019,2022-06-25,SCHENECTADY,2021-2022,36093,10
5020,2022-06-25,CHENANGO,2021-2022,36017,0
5021,2022-06-25,MONROE,2021-2022,36055,4
5022,2022-10-08,ONEIDA,2022-2023,36065,5
