Week Ending Date,County,Season,FIPS,Count
2022-03-12,LIVINGSTON,2021-2022,36051,6
2022-03-12,BRONX,2021-2022,36005,241
2022-03-12,ESSEX,2021-2022,36031,3
2022-03-12,LEWIS,2021-2022,36049,12
2022-03-12,SARATOGA,2021-2022,36091,27
2022-03-12,ONONDAGA,2021-2022,36067,25
2022-03-12,ULSTER,2021-2022,36111,6
2022-03-12,TOMPKINS,2021-2022,36109,3
2022-03-12,WAYNE,2021-2022,36117,18
2022-03-12,CAYUGA,2021-2022,36011,3
2022-03-12,GENESEE,2021-2022,36037,2
2022-03-12,CATTARAUGUS,2021-2022,36009,3
2022-03-12,MADISON,2021-2022,36053,7
2022-03-12,HERKIMER,2021-2022,36043,2
2022-03-12,STEUBEN,2021-2022,36101,9
2022-03-12,WASHINGTON,2021-2022,36115,16
2022-03-12,ONTARIO,2021-2022,36069,8
2022-03-12,ONEIDA,2021-2022,36065,33
2022-03-12,RENSSELAER,2021-2022,36083,5
2022-03-12,ORANGE,2021-2022,36071,42
2022-03-12,ST LAWRENCE,2021-2022,36089,19
2022-03-12,SENECA,2021-2022,36099,1
2022-03-12,ORLEANS,2021-2022,36073,0
2022-03-12,COLUMBIA,2021-2022,36021,0
2022-03-12,SCHUYLER,2021-2022,36097,1
2022-03-12,MONTGOMERY,2021-2022,36057,1
2022-03-12,TIOGA,2021-2022,36107,7
2022-03-12,NIAGARA,2021-2022,36063,6
2022-03-12,BROOME,2021-2022,36007,37
2022-03-12,DUTCHESS,2021-2022,36027,10
2022-03-12,WYOMING,2021-2022,36121,1
2022-03-12,SCHENECTADY,2021-2022,36093,4
2022-03-12,MONROE,2021-2022,36055,57
2022-03-12,WARREN,2021-2022,36113,52
2022-03-12,CORTLAND,2021-2022,36023,7
2022-03-12,ALLEGANY,2021-2022,36003,1
2022-03-12,CHAUTAUQUA,2021-2022,36013,6
2022-03-12,KINGS,2021-2022,36047,188
2022-03-12,OSWEGO,2021-2022,36075,6
2022-03-12,QUEENS,2021-2022,36081,166
2022-03-12,DELAWARE,2021-2022,36025,1
2022-03-12,FULTON,2021-2022,36035,0
2022-03-12,WESTCHESTER,2021-2022,36119,120
2022-03-12,PUTNAM,2021-2022,36079,3
2022-03-12,CLINTON,2021-2022,36019,8
2022-03-12,NEW YORK,2021-2022,36061,90
2022-03-12,ERIE,2021-2022,36029,10
2022-03-19,QUEENS,2021-2022,36081,207
2022-03-19,HERKIMER,2021-2022,36043,17
2022-03-19,STEUBEN,2021-2022,36101,12
2022-03-19,CHENANGO,2021-2022,36017,5
2022-03-19,ONTARIO,2021-2022,36069,36
2022-03-19,FULTON,2021-2022,36035,1
2022-03-19,CATTARAUGUS,2021-2022,36009,3
2022-03-19,DUTCHESS,2021-2022,36027,11
2022-03-19,ORANGE,2021-2022,36071,64
2022-03-19,SULLIVAN,2021-2022,36105,25
2022-03-19,HAMILTON,2021-2022,36041,0
2022-03-19,ALLEGANY,2021-2022,36003,0
2022-03-19,BRONX,2021-2022,36005,165
2022-03-19,SARATOGA,2021-2022,36091,75
2022-03-19,SUFFOLK,2021-2022,36103,338
2022-03-19,ALBANY,2021-2022,36001,7
2022-03-19,ESSEX,2021-2022,36031,5
2022-03-19,BROOME,2021-2022,36007,52
2022-03-19,WAYNE,2021-2022,36117,36
2022-03-19,SCHENECTADY,2021-2022,36093,12
2022-03-19,CORTLAND,2021-2022,36023,12
2022-03-19,ULSTER,2021-2022,36111,19
2022-03-19,WYOMING,2021-2022,36121,0
2022-03-19,SCHUYLER,2021-2022,36097,1
2022-03-19,OTSEGO,2021-2022,36077,2
2022-03-19,CAYUGA,2021-2022,36011,6
2022-03-19,TOMPKINS,2021-2022,36109,7
2022-03-19,KINGS,2021-2022,36047,272
2022-03-19,WASHINGTON,2021-2022,36115,21
2022-03-19,FRANKLIN,2021-2022,36033,9
2022-03-19,COLUMBIA,2021-2022,36021,2
2022-03-19,NASSAU,2021-2022,36059,484
2022-03-19,MONROE,2021-2022,36055,187
2022-03-19,SCHOHARIE,2021-2022,36095,2
2022-03-19,CHAUTAUQUA,2021-2022,36013,9
2022-03-19,ERIE,2021-2022,36029,34
2022-03-19,CHEMUNG,2021-2022,36015,28
2022-03-19,ROCKLAND,2021-2022,36087,37
2022-03-19,JEFFERSON,2021-2022,36045,19
2022-03-19,YATES,2021-2022,36123,1
2022-03-19,NEW YORK,2021-2022,36061,94
2022-03-19,DELAWARE,2021-2022,36025,1
2022-03-19,WESTCHESTER,2021-2022,36119,173
2022-03-19,ORLEANS,2021-2022,36073,0
2022-03-19,ONEIDA,2021-2022,36065,57
2022-03-19,RENSSELAER,2021-2022,36083,4
2022-03-19,TIOGA,2021-2022,36107,21
2022-03-19,CLINTON,2021-2022,36019,7
2022-03-19,MADISON,2021-2022,36053,11
2022-03-19,PUTNAM,2021-2022,36079,4
2022-03-19,GREENE,2021-2022,36039,0
2022-03-19,OSWEGO,2021-2022,36075,3
2022-03-19,MONTGOMERY,2021-2022,36057,5
2022-03-19,SENECA,2021-2022,36099,10
2022-03-19,LIVINGSTON,2021-2022,36051,4
2022-03-19,ST LAWRENCE,2021-2022,36089,36
2022-03-19,WARREN,2021-2022,36113,57
2022-03-19,NIAGARA,2021-2022,36063,7
2022-03-19,ONONDAGA,2021-2022,36067,40
2022-03-19,GENESEE,2021-2022,36037,1
2022-03-19,LEWIS,2021-2022,36049,11
2022-03-19,RICHMOND,2021-2022,36085,33
2022-03-26,OSWEGO,2021-2022,36075,12
2022-03-26,ERIE,2021-2022,36029,42
2022-03-26,LEWIS,2021-2022,36049,5
2022-03-26,SENECA,2021-2022,36099,5
2022-03-26,CLINTON,2021-2022,36019,11
2022-03-26,YATES,2021-2022,36123,11
2022-03-26,MONTGOMERY,2021-2022,36057,1
2022-03-26,ALLEGANY,2021-2022,36003,3
2022-03-26,GENESEE,2021-2022,36037,6
2022-03-26,ESSEX,2021-2022,36031,17
2022-03-26,TOMPKINS,2021-2022,36109,7
2022-03-26,SUFFOLK,2021-2022,36103,530
2022-03-26,SARATOGA,2021-2022,36091,93
2022-03-26,CAYUGA,2021-2022,36011,7
2022-03-26,LIVINGSTON,2021-2022,36051,8
2022-03-26,ONONDAGA,2021-2022,36067,76
2022-03-26,GREENE,2021-2022,36039,0
2022-03-26,STEUBEN,2021-2022,36101,36
2022-03-26,ALBANY,2021-2022,36001,20
2022-03-26,CHAUTAUQUA,2021-2022,36013,9
2022-03-26,COLUMBIA,2021-2022,36021,4
2022-03-26,ONTARIO,2021-2022,36069,77
2022-03-26,PUTNAM,2021-2022,36079,11
2022-03-26,NEW YORK,2021-2022,36061,120
2022-03-26,HAMILTON,2021-2022,36041,0
2022-03-26,QUEENS,2021-2022,36081,254
2022-03-26,BRONX,2021-2022,36005,210
2022-03-26,TIOGA,2021-2022,36107,11
2022-03-26,DELAWARE,2021-2022,36025,3
2022-03-26,ROCKLAND,2021-2022,36087,46
2022-03-26,WYOMING,2021-2022,36121,4
2022-03-26,CHENANGO,2021-2022,36017,10
2022-03-26,RICHMOND,2021-2022,36085,51
2022-03-26,HERKIMER,2021-2022,36043,20
2022-03-26,SCHENECTADY,2021-2022,36093,11
2022-03-26,ONEIDA,2021-2022,36065,128
2022-03-26,SCHOHARIE,2021-2022,36095,3
2022-03-26,NIAGARA,2021-2022,36063,4
2022-03-26,SCHUYLER,2021-2022,36097,3
2022-03-26,WAYNE,2021-2022,36117,36
2022-03-26,ULSTER,2021-2022,36111,23
2022-03-26,OTSEGO,2021-2022,36077,9
2022-03-26,CATTARAUGUS,2021-2022,36009,5
2022-03-26,RENSSELAER,2021-2022,36083,4
2022-03-26,ST LAWRENCE,2021-2022,36089,39
2022-03-26,JEFFERSON,2021-2022,36045,24
2022-03-26,FRANKLIN,2021-2022,36033,12
2022-03-26,NASSAU,2021-2022,36059,584
2022-03-26,CHEMUNG,2021-2022,36015,68
2022-03-26,WESTCHESTER,2021-2022,36119,276
2022-03-26,ORLEANS,2021-2022,36073,1
2022-03-26,MONROE,2021-2022,36055,352
2022-03-26,KINGS,2021-2022,36047,243
2022-03-26,DUTCHESS,2021-2022,36027,14
2022-03-26,BROOME,2021-2022,36007,59
2022-03-26,WASHINGTON,2021-2022,36115,44
2022-03-26,WARREN,2021-2022,36113,80
2022-03-26,FULTON,2021-2022,36035,0
2022-03-26,MADISON,2021-2022,36053,24
2022-03-26,CORTLAND,2021-2022,36023,17
2022-03-26,ORANGE,2021-2022,36071,76
2022-03-26,SULLIVAN,2021-2022,36105,32
2022-04-02,OTSEGO,2021-2022,36077,13
2022-04-02,NASSAU,2021-2022,36059,802
2022-04-02,SARATOGA,2021-2022,36091,127
2022-04-02,NEW YORK,2021-2022,36061,160
2022-04-02,WESTCHESTER,2021-2022,36119,303
2022-04-02,DELAWARE,2021-2022,36025,7
2022-04-02,OSWEGO,2021-2022,36075,7
2022-04-02,DUTCHESS,2021-2022,36027,58
2022-04-02,SULLIVAN,2021-2022,36105,37
2022-04-02,CHAUTAUQUA,2021-2022,36013,12
2022-04-02,BROOME,2021-2022,36007,77
2022-04-02,ONEIDA,2021-2022,36065,107
2022-04-02,ERIE,2021-2022,36029,59
2022-04-02,ORLEANS,2021-2022,36073,2
2022-04-02,CHEMUNG,2021-2022,36015,82
2022-04-02,BRONX,2021-2022,36005,290
2022-04-02,MONROE,2021-2022,36055,467
2022-04-02,QUEENS,2021-2022,36081,351
2022-04-02,KINGS,2021-2022,36047,334
2022-04-02,WARREN,2021-2022,36113,128
2022-04-02,FULTON,2021-2022,36035,3
2022-04-02,HAMILTON,2021-2022,36041,1
2022-04-02,CORTLAND,2021-2022,36023,7
2022-04-02,SCHUYLER,2021-2022,36097,11
2022-04-02,SCHOHARIE,2021-2022,36095,4
2022-04-02,ONTARIO,2021-2022,36069,144
2022-04-02,ORANGE,2021-2022,36071,134
2022-04-02,MADISON,2021-2022,36053,25
2022-04-02,GENESEE,2021-2022,36037,6
2022-04-02,COLUMBIA,2021-2022,36021,3
2022-04-02,STEUBEN,2021-2022,36101,48
2022-04-02,WAYNE,2021-2022,36117,29
2022-04-02,GREENE,2021-2022,36039,1
2022-04-02,NIAGARA,2021-2022,36063,10
2022-04-02,LEWIS,2021-2022,36049,7
2022-04-02,LIVINGSTON,2021-2022,36051,31
2022-04-02,PUTNAM,2021-2022,36079,72
2022-04-02,CAYUGA,2021-2022,36011,8
2022-04-02,RICHMOND,2021-2022,36085,114
2022-04-02,TOMPKINS,2021-2022,36109,16
2022-04-02,TIOGA,2021-2022,36107,25
2022-04-02,ROCKLAND,2021-2022,36087,56
2022-04-02,SUFFOLK,2021-2022,36103,820
2022-04-02,ULSTER,2021-2022,36111,26
2022-04-02,YATES,2021-2022,36123,10
2022-04-02,WASHINGTON,2021-2022,36115,54
2022-04-02,ALLEGANY,2021-2022,36003,7
2022-04-02,CATTARAUGUS,2021-2022,36009,6
2022-04-02,ALBANY,2021-2022,36001,16
2022-04-02,SENECA,2021-2022,36099,6
2022-04-02,JEFFERSON,2021-2022,36045,27
2022-04-02,MONTGOMERY,2021-2022,36057,6
2022-04-02,ONONDAGA,2021-2022,36067,104
2022-04-02,RENSSELAER,2021-2022,36083,16
2022-04-02,ESSEX,2021-2022,36031,35
2022-04-02,ST LAWRENCE,2021-2022,36089,115
2022-04-02,CLINTON,2021-2022,36019,16
2022-04-02,HERKIMER,2021-2022,36043,20
2022-04-02,CHENANGO,2021-2022,36017,10
2022-04-02,FRANKLIN,2021-2022,36033,16
2022-04-02,WYOMING,2021-2022,36121,0
2022-04-02,SCHENECTADY,2021-2022,36093,10
2022-04-09,CAYUGA,2021-2022,36011,13
2022-04-09,CLINTON,2021-2022,36019,20
2022-04-09,WASHINGTON,2021-2022,36115,62
2022-04-09,OTSEGO,2021-2022,36077,13
2022-04-09,GREENE,2021-2022,36039,3
2022-04-09,COLUMBIA,2021-2022,36021,7
2022-04-09,JEFFERSON,2021-2022,36045,45
2022-04-09,ROCKLAND,2021-2022,36087,102
2022-04-09,CHAUTAUQUA,2021-2022,36013,13
2022-04-09,NEW YORK,2021-2022,36061,290
2022-04-09,WYOMING,2021-2022,36121,7
2022-04-09,ALBANY,2021-2022,36001,53
2022-04-09,TIOGA,2021-2022,36107,33
2022-04-09,CHENANGO,2021-2022,36017,17
2022-04-09,SUFFOLK,2021-2022,36103,1393
2022-04-09,HAMILTON,2021-2022,36041,3
2022-04-09,SCHENECTADY,2021-2022,36093,46
2022-04-09,SCHOHARIE,2021-2022,36095,3
2022-04-09,HERKIMER,2021-2022,36043,48
2022-04-09,BRONX,2021-2022,36005,593
2022-04-09,SARATOGA,2021-2022,36091,173
2022-04-09,ONTARIO,2021-2022,36069,209
2022-04-09,DELAWARE,2021-2022,36025,6
2022-04-09,RICHMOND,2021-2022,36085,174
2022-04-09,TOMPKINS,2021-2022,36109,47
2022-04-09,MONROE,2021-2022,36055,617
2022-04-09,LIVINGSTON,2021-2022,36051,64
2022-04-09,WESTCHESTER,2021-2022,36119,808
2022-04-09,ORLEANS,2021-2022,36073,4
2022-04-09,YATES,2021-2022,36123,16
2022-04-09,FRANKLIN,2021-2022,36033,44
2022-04-09,SCHUYLER,2021-2022,36097,8
2022-04-09,ST LAWRENCE,2021-2022,36089,115
2022-04-09,RENSSELAER,2021-2022,36083,32
2022-04-09,KINGS,2021-2022,36047,466
2022-04-09,STEUBEN,2021-2022,36101,65
2022-04-09,ULSTER,2021-2022,36111,42
2022-04-09,ESSEX,2021-2022,36031,75
2022-04-09,WARREN,2021-2022,36113,113
2022-04-09,OSWEGO,2021-2022,36075,50
2022-04-09,SENECA,2021-2022,36099,1
2022-04-09,MONTGOMERY,2021-2022,36057,11
2022-04-09,ALLEGANY,2021-2022,36003,6
2022-04-09,LEWIS,2021-2022,36049,14
2022-04-09,ERIE,2021-2022,36029,100
2022-04-09,CATTARAUGUS,2021-2022,36009,1
2022-04-09,DUTCHESS,2021-2022,36027,120
2022-04-09,CHEMUNG,2021-2022,36015,88
2022-04-09,ONONDAGA,2021-2022,36067,182
2022-04-09,FULTON,2021-2022,36035,7
2022-04-09,MADISON,2021-2022,36053,20
2022-04-09,WAYNE,2021-2022,36117,53
2022-04-09,NASSAU,2021-2022,36059,1165
2022-04-09,SULLIVAN,2021-2022,36105,45
2022-04-09,ONEIDA,2021-2022,36065,162
2022-04-09,QUEENS,2021-2022,36081,592
2022-04-09,NIAGARA,2021-2022,36063,9
2022-04-09,PUTNAM,2021-2022,36079,172
2022-04-09,BROOME,2021-2022,36007,106
2022-04-09,CORTLAND,2021-2022,36023,21
2022-04-09,ORANGE,2021-2022,36071,206
2022-04-09,GENESEE,2021-2022,36037,4
2022-04-16,CLINTON,2021-2022,36019,19
2022-04-16,ALBANY,2021-2022,36001,92
2022-04-16,CAYUGA,2021-2022,36011,17
2022-04-16,COLUMBIA,2021-2022,36021,5
2022-04-16,CORTLAND,2021-2022,36023,16
2022-04-16,STEUBEN,2021-2022,36101,51
2022-04-16,SCHOHARIE,2021-2022,36095,7
2022-04-16,YATES,2021-2022,36123,11
2022-04-16,CHAUTAUQUA,2021-2022,36013,12
2022-04-16,BROOME,2021-2022,36007,100
2022-04-16,WESTCHESTER,2021-2022,36119,655
2022-04-16,WYOMING,2021-2022,36121,2
2022-04-16,CHENANGO,2021-2022,36017,12
2022-04-16,SULLIVAN,2021-2022,36105,32
2022-04-16,CHEMUNG,2021-2022,36015,72
2022-04-16,CATTARAUGUS,2021-2022,36009,6
2022-04-16,SCHENECTADY,2021-2022,36093,69
2022-04-16,OTSEGO,2021-2022,36077,14
2022-04-16,NEW YORK,2021-2022,36061,307
2022-04-16,ESSEX,2021-2022,36031,62
2022-04-16,LEWIS,2021-2022,36049,18
2022-04-16,ORLEANS,2021-2022,36073,7
2022-04-16,FRANKLIN,2021-2022,36033,27
2022-04-16,ORANGE,2021-2022,36071,159
2022-04-16,PUTNAM,2021-2022,36079,114
2022-04-16,ST LAWRENCE,2021-2022,36089,48
2022-04-16,HERKIMER,2021-2022,36043,46
2022-04-16,FULTON,2021-2022,36035,9
2022-04-16,NASSAU,2021-2022,36059,1208
2022-04-16,MONROE,2021-2022,36055,683
2022-04-16,ONTARIO,2021-2022,36069,172
2022-04-16,GENESEE,2021-2022,36037,5
2022-04-16,KINGS,2021-2022,36047,458
2022-04-16,SUFFOLK,2021-2022,36103,1918
2022-04-16,TIOGA,2021-2022,36107,31
2022-04-16,WAYNE,2021-2022,36117,71
2022-04-16,JEFFERSON,2021-2022,36045,63
2022-04-16,HAMILTON,2021-2022,36041,1
2022-04-16,BRONX,2021-2022,36005,625
2022-04-16,ALLEGANY,2021-2022,36003,6
2022-04-16,WARREN,2021-2022,36113,111
2022-04-16,QUEENS,2021-2022,36081,630
2022-04-16,MADISON,2021-2022,36053,30
2022-04-16,NIAGARA,2021-2022,36063,19
2022-04-16,GREENE,2021-2022,36039,3
2022-04-16,RENSSELAER,2021-2022,36083,33
2022-04-16,TOMPKINS,2021-2022,36109,32
2022-04-16,ONEIDA,2021-2022,36065,139
2022-04-16,ONONDAGA,2021-2022,36067,187
2022-04-16,SCHUYLER,2021-2022,36097,0
2022-04-16,MONTGOMERY,2021-2022,36057,9
2022-04-16,ERIE,2021-2022,36029,108
2022-04-16,ROCKLAND,2021-2022,36087,148
2022-04-16,SARATOGA,2021-2022,36091,143
2022-04-16,DELAWARE,2021-2022,36025,6
2022-04-16,SENECA,2021-2022,36099,17
2022-04-16,WASHINGTON,2021-2022,36115,84
2022-04-16,RICHMOND,2021-2022,36085,251
2022-04-16,LIVINGSTON,2021-2022,36051,38
2022-04-16,DUTCHESS,2021-2022,36027,77
2022-04-16,OSWEGO,2021-2022,36075,76
2022-04-16,ULSTER,2021-2022,36111,29
2022-04-23,WASHINGTON,2021-2022,36115,82
2022-04-23,ONONDAGA,2021-2022,36067,146
2022-04-23,WAYNE,2021-2022,36117,60
2022-04-23,SARATOGA,2021-2022,36091,103
2022-04-23,WYOMING,2021-2022,36121,6
2022-04-23,LIVINGSTON,2021-2022,36051,23
2022-04-23,KINGS,2021-2022,36047,373
2022-04-23,SCHENECTADY,2021-2022,36093,59
2022-04-23,GENESEE,2021-2022,36037,19
2022-04-23,DUTCHESS,2021-2022,36027,90
2022-04-23,SCHOHARIE,2021-2022,36095,1
2022-04-23,ROCKLAND,2021-2022,36087,74
2022-04-23,MONROE,2021-2022,36055,470
2022-04-23,ONTARIO,2021-2022,36069,95
2022-04-23,SUFFOLK,2021-2022,36103,1252
2022-04-23,SCHUYLER,2021-2022,36097,1
2022-04-23,SENECA,2021-2022,36099,9
2022-04-23,CORTLAND,2021-2022,36023,25
2022-04-23,JEFFERSON,2021-2022,36045,52
2022-04-23,HAMILTON,2021-2022,36041,4
2022-04-23,DELAWARE,2021-2022,36025,5
2022-04-23,BRONX,2021-2022,36005,515
2022-04-23,ALLEGANY,2021-2022,36003,5
2022-04-23,CHENANGO,2021-2022,36017,16
2022-04-23,NEW YORK,2021-2022,36061,264
2022-04-23,WARREN,2021-2022,36113,68
2022-04-23,OTSEGO,2021-2022,36077,12
2022-04-23,COLUMBIA,2021-2022,36021,7
2022-04-23,MONTGOMERY,2021-2022,36057,12
2022-04-23,CHAUTAUQUA,2021-2022,36013,16
2022-04-23,QUEENS,2021-2022,36081,485
2022-04-23,NIAGARA,2021-2022,36063,17
2022-04-23,CLINTON,2021-2022,36019,26
2022-04-23,GREENE,2021-2022,36039,2
2022-04-23,YATES,2021-2022,36123,3
2022-04-23,RENSSELAER,2021-2022,36083,42
2022-04-23,TOMPKINS,2021-2022,36109,16
2022-04-23,ONEIDA,2021-2022,36065,103
2022-04-23,CHEMUNG,2021-2022,36015,48
2022-04-23,BROOME,2021-2022,36007,55
2022-04-23,TIOGA,2021-2022,36107,13
2022-04-23,ST LAWRENCE,2021-2022,36089,52
2022-04-23,WESTCHESTER,2021-2022,36119,501
2022-04-23,ORANGE,2021-2022,36071,119
2022-04-23,NASSAU,2021-2022,36059,694
2022-04-23,MADISON,2021-2022,36053,18
2022-04-23,RICHMOND,2021-2022,36085,195
2022-04-23,PUTNAM,2021-2022,36079,69
2022-04-23,ESSEX,2021-2022,36031,22
2022-04-23,ULSTER,2021-2022,36111,20
2022-04-23,OSWEGO,2021-2022,36075,46
2022-04-23,STEUBEN,2021-2022,36101,32
2022-04-23,HERKIMER,2021-2022,36043,42
2022-04-23,CAYUGA,2021-2022,36011,11
2022-04-23,FRANKLIN,2021-2022,36033,9
2022-04-23,SULLIVAN,2021-2022,36105,30
2022-04-23,CATTARAUGUS,2021-2022,36009,6
2022-04-23,FULTON,2021-2022,36035,9
2022-04-23,ORLEANS,2021-2022,36073,16
2022-04-23,ERIE,2021-2022,36029,66
2022-04-23,ALBANY,2021-2022,36001,54
2022-04-23,LEWIS,2021-2022,36049,12
2022-04-30,CHAUTAUQUA,2021-2022,36013,16
2022-04-30,ESSEX,2021-2022,36031,30
2022-04-30,SCHENECTADY,2021-2022,36093,38
2022-04-30,LEWIS,2021-2022,36049,10
2022-04-30,CLINTON,2021-2022,36019,19
2022-04-30,QUEENS,2021-2022,36081,541
2022-04-30,WASHINGTON,2021-2022,36115,49
2022-04-30,OTSEGO,2021-2022,36077,21
2022-04-30,NIAGARA,2021-2022,36063,20
2022-04-30,MONTGOMERY,2021-2022,36057,40
2022-04-30,STEUBEN,2021-2022,36101,27
2022-04-30,YATES,2021-2022,36123,23
2022-04-30,WARREN,2021-2022,36113,53
2022-04-30,NEW YORK,2021-2022,36061,300
2022-04-30,NASSAU,2021-2022,36059,698
2022-04-30,LIVINGSTON,2021-2022,36051,25
2022-04-30,BRONX,2021-2022,36005,496
2022-04-30,ERIE,2021-2022,36029,87
2022-04-30,DELAWARE,2021-2022,36025,16
2022-04-30,ALLEGANY,2021-2022,36003,2
2022-04-30,ULSTER,2021-2022,36111,62
2022-04-30,HAMILTON,2021-2022,36041,2
2022-04-30,JEFFERSON,2021-2022,36045,85
2022-04-30,CATTARAUGUS,2021-2022,36009,6
2022-04-30,COLUMBIA,2021-2022,36021,4
2022-04-30,CHENANGO,2021-2022,36017,8
2022-04-30,CHEMUNG,2021-2022,36015,51
2022-04-30,RICHMOND,2021-2022,36085,159
2022-04-30,PUTNAM,2021-2022,36079,135
2022-04-30,ALBANY,2021-2022,36001,56
2022-04-30,GENESEE,2021-2022,36037,14
2022-04-30,CAYUGA,2021-2022,36011,17
2022-04-30,BROOME,2021-2022,36007,52
2022-04-30,KINGS,2021-2022,36047,422
2022-04-30,WYOMING,2021-2022,36121,6
2022-04-30,OSWEGO,2021-2022,36075,51
2022-04-30,FULTON,2021-2022,36035,23
2022-04-30,RENSSELAER,2021-2022,36083,30
2022-04-30,ONTARIO,2021-2022,36069,54
2022-04-30,DUTCHESS,2021-2022,36027,123
2022-04-30,SULLIVAN,2021-2022,36105,39
2022-04-30,CORTLAND,2021-2022,36023,33
2022-04-30,SCHOHARIE,2021-2022,36095,9
2022-04-30,GREENE,2021-2022,36039,3
2022-04-30,MONROE,2021-2022,36055,359
2022-04-30,ONONDAGA,2021-2022,36067,207
2022-04-30,ORLEANS,2021-2022,36073,7
2022-04-30,WESTCHESTER,2021-2022,36119,866
2022-04-30,TOMPKINS,2021-2022,36109,26
2022-04-30,TIOGA,2021-2022,36107,7
2022-04-30,HERKIMER,2021-2022,36043,18
2022-04-30,SENECA,2021-2022,36099,12
2022-04-30,ROCKLAND,2021-2022,36087,61
2022-04-30,ONEIDA,2021-2022,36065,104
2022-04-30,ST LAWRENCE,2021-2022,36089,45
2022-04-30,SUFFOLK,2021-2022,36103,997
2022-04-30,ORANGE,2021-2022,36071,242
2022-04-30,FRANKLIN,2021-2022,36033,3
2022-04-30,WAYNE,2021-2022,36117,66
2022-04-30,SARATOGA,2021-2022,36091,85
2022-04-30,SCHUYLER,2021-2022,36097,10
2022-04-30,MADISON,2021-2022,36053,25
2022-05-07,GREENE,2021-2022,36039,0
2022-05-07,MONTGOMERY,2021-2022,36057,31
2022-05-07,WASHINGTON,2021-2022,36115,51
2022-05-07,RICHMOND,2021-2022,36085,147
2022-05-07,LIVINGSTON,2021-2022,36051,58
2022-05-07,LEWIS,2021-2022,36049,5
2022-05-07,MADISON,2021-2022,36053,26
2022-05-07,ST LAWRENCE,2021-2022,36089,17
2022-05-07,SCHUYLER,2021-2022,36097,9
2022-05-07,ALBANY,2021-2022,36001,43
2022-05-07,CHEMUNG,2021-2022,36015,43
2022-05-07,NASSAU,2021-2022,36059,1064
2022-05-07,MONROE,2021-2022,36055,245
2022-05-07,TIOGA,2021-2022,36107,5
2022-05-07,JEFFERSON,2021-2022,36045,108
2022-05-07,CLINTON,2021-2022,36019,25
2022-05-07,RENSSELAER,2021-2022,36083,39
2022-05-07,KINGS,2021-2022,36047,495
2022-05-07,CHENANGO,2021-2022,36017,10
2022-05-07,CORTLAND,2021-2022,36023,46
2022-05-07,ORLEANS,2021-2022,36073,7
2022-05-07,GENESEE,2021-2022,36037,22
2022-05-07,WAYNE,2021-2022,36117,96
2022-05-07,WESTCHESTER,2021-2022,36119,1188
2022-05-07,ONONDAGA,2021-2022,36067,206
2022-05-07,ULSTER,2021-2022,36111,61
2022-05-07,WYOMING,2021-2022,36121,7
2022-05-07,BROOME,2021-2022,36007,78
2022-05-07,SCHOHARIE,2021-2022,36095,3
2022-05-07,ERIE,2021-2022,36029,94
2022-05-07,FULTON,2021-2022,36035,21
2022-05-07,CATTARAUGUS,2021-2022,36009,4
2022-05-07,ONTARIO,2021-2022,36069,63
2022-05-07,SULLIVAN,2021-2022,36105,26
2022-05-07,ESSEX,2021-2022,36031,26
2022-05-07,CAYUGA,2021-2022,36011,15
2022-05-07,PUTNAM,2021-2022,36079,163
2022-05-07,FRANKLIN,2021-2022,36033,3
2022-05-07,ORANGE,2021-2022,36071,398
2022-05-07,TOMPKINS,2021-2022,36109,37
2022-05-07,SUFFOLK,2021-2022,36103,1194
2022-05-07,ONEIDA,2021-2022,36065,108
2022-05-07,DUTCHESS,2021-2022,36027,221
2022-05-07,DELAWARE,2021-2022,36025,17
2022-05-07,SCHENECTADY,2021-2022,36093,25
2022-05-07,CHAUTAUQUA,2021-2022,36013,11
2022-05-07,HERKIMER,2021-2022,36043,16
2022-05-07,STEUBEN,2021-2022,36101,43
2022-05-07,ROCKLAND,2021-2022,36087,135
2022-05-07,NEW YORK,2021-2022,36061,376
2022-05-07,OSWEGO,2021-2022,36075,70
2022-05-07,ALLEGANY,2021-2022,36003,6
2022-05-07,HAMILTON,2021-2022,36041,1
2022-05-07,OTSEGO,2021-2022,36077,45
2022-05-07,BRONX,2021-2022,36005,674
2022-05-07,NIAGARA,2021-2022,36063,36
2022-05-07,QUEENS,2021-2022,36081,732
2022-05-07,SARATOGA,2021-2022,36091,55
2022-05-07,COLUMBIA,2021-2022,36021,11
2022-05-07,YATES,2021-2022,36123,17
2022-05-07,WARREN,2021-2022,36113,57
2022-05-07,SENECA,2021-2022,36099,16
2022-05-14,CATTARAUGUS,2021-2022,36009,1
2022-05-14,SULLIVAN,2021-2022,36105,47
2022-05-14,OTSEGO,2021-2022,36077,46
2022-05-14,WASHINGTON,2021-2022,36115,24
2022-05-14,ORLEANS,2021-2022,36073,10
2022-05-14,SENECA,2021-2022,36099,10
2022-05-14,OSWEGO,2021-2022,36075,79
2022-05-14,LIVINGSTON,2021-2022,36051,43
2022-05-14,ULSTER,2021-2022,36111,59
2022-05-14,ALBANY,2021-2022,36001,49
2022-05-14,MADISON,2021-2022,36053,28
2022-05-14,NASSAU,2021-2022,36059,920
2022-05-14,NEW YORK,2021-2022,36061,298
2022-05-14,ALLEGANY,2021-2022,36003,8
2022-05-14,SCHUYLER,2021-2022,36097,12
2022-05-14,WARREN,2021-2022,36113,47
