Week Ending Date,County,Season,FIPS,Count
2020-04-11,WESTCHESTER,2019-2020,36119,6
2020-04-11,CHAUTAUQUA,2019-2020,36013,0
2020-10-03,OSWEGO,2020-2021,36075,0
2020-10-03,MONTGOMERY,2020-2021,36057,0
2020-10-03,QUEENS,2020-2021,36081,1
2020-10-03,RICHMOND,2020-2021,36085,0
2020-10-03,CORTLAND,2020-2021,36023,0
2020-10-03,WESTCHESTER,2020-2021,36119,0
2020-10-03,SULLIVAN,2020-2021,36105,1
2020-10-03,ORLEANS,2020-2021,36073,0
2020-10-03,LIVINGSTON,2020-2021,36051,0
2020-10-03,JEFFERSON,2020-2021,36045,0
2020-10-03,CATTARAUGUS,2020-2021,36009,0
2020-10-03,BROOME,2020-2021,36007,0
2020-10-03,MADISON,2020-2021,36053,0
2020-10-03,SUFFOLK,2020-2021,36103,0
2020-10-03,BRONX,2020-2021,36005,2
2020-10-03,ERIE,2020-2021,36029,0
2020-10-03,FRANKLIN,2020-2021,36033,0
2020-10-03,SENECA,2020-2021,36099,0
2020-10-03,ORANGE,2020-2021,36071,0
2020-10-03,CHEMUNG,2020-2021,36015,0
2020-10-03,WAYNE,2020-2021,36117,0
2020-10-03,TOMPKINS,2020-2021,36109,0
2020-10-03,ALLEGANY,2020-2021,36003,0
2020-10-03,GENESEE,2020-2021,36037,0
2020-10-03,CHAUTAUQUA,2020-2021,36013,1
2020-10-03,SCHOHARIE,2020-2021,36095,0
2020-10-03,STEUBEN,2020-2021,36101,0
2020-10-03,DELAWARE,2020-2021,36025,0
2020-10-03,CAYUGA,2020-2021,36011,0
2020-10-03,SCHENECTADY,2020-2021,36093,0
2020-10-03,LEWIS,2020-2021,36049,0
2020-10-03,WYOMING,2020-2021,36121,0
2020-10-03,DUTCHESS,2020-2021,36027,4
2020-10-03,NIAGARA,2020-2021,36063,0
2020-10-03,ONEIDA,2020-2021,36065,0
2020-10-03,CLINTON,2020-2021,36019,0
2020-10-03,ESSEX,2020-2021,36031,1
2020-10-03,ONTARIO,2020-2021,36069,0
2020-10-03,GREENE,2020-2021,36039,0
2020-10-03,WARREN,2020-2021,36113,1
2020-10-03,TIOGA,2020-2021,36107,0
2020-10-03,ONONDAGA,2020-2021,36067,1
2020-10-03,PUTNAM,2020-2021,36079,0
2020-10-03,ROCKLAND,2020-2021,36087,1
2020-10-03,ST LAWRENCE,2020-2021,36089,0
2020-10-03,FULTON,2020-2021,36035,0
2020-10-03,WASHINGTON,2020-2021,36115,0
2020-10-03,ULSTER,2020-2021,36111,0
2020-10-03,SCHUYLER,2020-2021,36097,0
2020-10-03,MONROE,2020-2021,36055,0
2020-10-03,SARATOGA,2020-2021,36091,0
2020-10-03,COLUMBIA,2020-2021,36021,0
2020-10-03,HERKIMER,2020-2021,36043,0
2020-10-03,OTSEGO,2020-2021,36077,0
2020-10-03,HAMILTON,2020-2021,36041,0
2020-10-03,RENSSELAER,2020-2021,36083,1
2020-10-03,NASSAU,2020-2021,36059,7
2020-10-03,CHENANGO,2020-2021,36017,0
2020-10-03,NEW YORK,2020-2021,36061,0
2020-10-03,KINGS,2020-2021,36047,3
2020-10-03,ALBANY,2020-2021,36001,0
2020-10-03,YATES,2020-2021,36123,0
2020-10-10,MONTGOMERY,2020-2021,36057,1
2020-10-10,SULLIVAN,2020-2021,36105,1
2020-10-10,ALBANY,2020-2021,36001,0
2020-10-10,MADISON,2020-2021,36053,0
2020-10-10,NASSAU,2020-2021,36059,3
2020-10-10,ALLEGANY,2020-2021,36003,0
2020-10-10,MONROE,2020-2021,36055,1
2020-10-10,SUFFOLK,2020-2021,36103,4
2020-10-10,YATES,2020-2021,36123,0
2020-10-10,NEW YORK,2020-2021,36061,0
2020-10-10,CHEMUNG,2020-2021,36015,0
2020-10-10,OSWEGO,2020-2021,36075,0
2020-10-10,BROOME,2020-2021,36007,0
2020-10-10,WARREN,2020-2021,36113,0
2020-10-10,WYOMING,2020-2021,36121,0
2020-10-10,WAYNE,2020-2021,36117,0
2020-10-10,ROCKLAND,2020-2021,36087,0
2020-10-10,SCHUYLER,2020-2021,36097,0
2020-10-10,COLUMBIA,2020-2021,36021,0
2020-10-10,GENESEE,2020-2021,36037,0
2020-10-10,JEFFERSON,2020-2021,36045,0
2020-10-10,ONTARIO,2020-2021,36069,0
2020-10-10,CLINTON,2020-2021,36019,0
2020-10-10,SARATOGA,2020-2021,36091,0
2020-10-10,HERKIMER,2020-2021,36043,0
2020-10-10,DUTCHESS,2020-2021,36027,2
2020-10-10,SCHOHARIE,2020-2021,36095,0
2020-10-10,LIVINGSTON,2020-2021,36051,0
2020-10-10,BRONX,2020-2021,36005,6
2020-10-10,CHENANGO,2020-2021,36017,0
2020-10-10,NIAGARA,2020-2021,36063,0
2020-10-10,TOMPKINS,2020-2021,36109,0
2020-10-10,QUEENS,2020-2021,36081,3
2020-10-10,GREENE,2020-2021,36039,0
2020-10-10,HAMILTON,2020-2021,36041,0
2020-10-10,WASHINGTON,2020-2021,36115,0
2020-10-10,RENSSELAER,2020-2021,36083,0
2020-10-10,SCHENECTADY,2020-2021,36093,0
2020-10-10,ORLEANS,2020-2021,36073,0
2020-10-10,PUTNAM,2020-2021,36079,2
2020-10-10,ORANGE,2020-2021,36071,1
2020-10-10,FRANKLIN,2020-2021,36033,0
2020-10-10,ST LAWRENCE,2020-2021,36089,0
2020-10-10,FULTON,2020-2021,36035,0
2020-10-10,ONEIDA,2020-2021,36065,0
2020-10-10,WESTCHESTER,2020-2021,36119,0
2020-10-10,DELAWARE,2020-2021,36025,0
2020-10-10,ONONDAGA,2020-2021,36067,2
2020-10-10,CORTLAND,2020-2021,36023,0
2020-10-10,SENECA,2020-2021,36099,0
2020-10-10,RICHMOND,2020-2021,36085,0
2020-10-10,CHAUTAUQUA,2020-2021,36013,2
2020-10-10,CAYUGA,2020-2021,36011,0
2020-10-10,CATTARAUGUS,2020-2021,36009,1
2020-10-10,LEWIS,2020-2021,36049,0
2020-10-10,ULSTER,2020-2021,36111,0
2020-10-10,OTSEGO,2020-2021,36077,0
2020-10-10,ERIE,2020-2021,36029,0
2020-10-10,ESSEX,2020-2021,36031,0
2020-10-10,TIOGA,2020-2021,36107,0
2020-10-10,STEUBEN,2020-2021,36101,1
2020-10-10,KINGS,2020-2021,36047,3
2020-10-17,QUEENS,2020-2021,36081,4
2020-10-17,ONEIDA,2020-2021,36065,0
2020-10-17,NIAGARA,2020-2021,36063,0
2020-10-17,ALLEGANY,2020-2021,36003,0
2020-10-17,CATTARAUGUS,2020-2021,36009,0
2020-10-17,PUTNAM,2020-2021,36079,2
2020-10-17,SCHENECTADY,2020-2021,36093,0
2020-10-17,LEWIS,2020-2021,36049,0
2020-10-17,ST LAWRENCE,2020-2021,36089,0
2020-10-17,HAMILTON,2020-2021,36041,0
2020-10-17,CHENANGO,2020-2021,36017,1
2020-10-17,SCHOHARIE,2020-2021,36095,0
2020-10-17,SUFFOLK,2020-2021,36103,3
2020-10-17,ESSEX,2020-2021,36031,0
2020-10-17,BROOME,2020-2021,36007,0
2020-10-17,WARREN,2020-2021,36113,2
2020-10-17,WYOMING,2020-2021,36121,0
2020-10-17,ERIE,2020-2021,36029,4
2020-10-17,CHAUTAUQUA,2020-2021,36013,0
2020-10-17,SCHUYLER,2020-2021,36097,0
2020-10-17,ONONDAGA,2020-2021,36067,0
2020-10-17,JEFFERSON,2020-2021,36045,2
2020-10-17,CHEMUNG,2020-2021,36015,0
2020-10-17,CAYUGA,2020-2021,36011,0
2020-10-17,ONTARIO,2020-2021,36069,0
2020-10-17,HERKIMER,2020-2021,36043,0
2020-10-17,KINGS,2020-2021,36047,11
2020-10-17,ORANGE,2020-2021,36071,2
2020-10-17,SENECA,2020-2021,36099,0
2020-10-17,WASHINGTON,2020-2021,36115,0
2020-10-17,NEW YORK,2020-2021,36061,1
2020-10-17,SARATOGA,2020-2021,36091,0
2020-10-17,YATES,2020-2021,36123,0
2020-10-17,ULSTER,2020-2021,36111,0
2020-10-17,CLINTON,2020-2021,36019,0
2020-10-17,OTSEGO,2020-2021,36077,0
2020-10-17,RICHMOND,2020-2021,36085,1
2020-10-17,GENESEE,2020-2021,36037,0
2020-10-17,COLUMBIA,2020-2021,36021,0
2020-10-17,CORTLAND,2020-2021,36023,1
2020-10-17,ROCKLAND,2020-2021,36087,0
2020-10-17,FULTON,2020-2021,36035,0
2020-10-17,OSWEGO,2020-2021,36075,0
2020-10-17,WAYNE,2020-2021,36117,0
2020-10-17,SULLIVAN,2020-2021,36105,3
2020-10-17,DUTCHESS,2020-2021,36027,5
2020-10-17,STEUBEN,2020-2021,36101,2
2020-10-17,NASSAU,2020-2021,36059,19
2020-10-17,LIVINGSTON,2020-2021,36051,0
2020-10-17,FRANKLIN,2020-2021,36033,0
2020-10-17,GREENE,2020-2021,36039,0
2020-10-17,WESTCHESTER,2020-2021,36119,3
2020-10-17,BRONX,2020-2021,36005,7
2020-10-17,MADISON,2020-2021,36053,1
2020-10-17,ORLEANS,2020-2021,36073,0
2020-10-17,TIOGA,2020-2021,36107,0
2020-10-17,RENSSELAER,2020-2021,36083,0
2020-10-17,MONROE,2020-2021,36055,0
2020-10-17,DELAWARE,2020-2021,36025,0
2020-10-17,ALBANY,2020-2021,36001,1
2020-10-17,TOMPKINS,2020-2021,36109,0
2020-10-17,MONTGOMERY,2020-2021,36057,0
2020-10-24,FULTON,2020-2021,36035,2
2020-10-24,SENECA,2020-2021,36099,0
2020-10-24,ERIE,2020-2021,36029,1
2020-10-24,FRANKLIN,2020-2021,36033,0
2020-10-24,WESTCHESTER,2020-2021,36119,3
2020-10-24,CHAUTAUQUA,2020-2021,36013,0
2020-10-24,CORTLAND,2020-2021,36023,0
2020-10-24,CAYUGA,2020-2021,36011,0
2020-10-24,ONEIDA,2020-2021,36065,0
2020-10-24,RICHMOND,2020-2021,36085,3
2020-10-24,CATTARAUGUS,2020-2021,36009,0
2020-10-24,KINGS,2020-2021,36047,4
2020-10-24,OTSEGO,2020-2021,36077,1
2020-10-24,ALBANY,2020-2021,36001,0
2020-10-24,SUFFOLK,2020-2021,36103,7
2020-10-24,YATES,2020-2021,36123,0
2020-10-24,DELAWARE,2020-2021,36025,0
2020-10-24,WAYNE,2020-2021,36117,0
2020-10-24,OSWEGO,2020-2021,36075,0
2020-10-24,ESSEX,2020-2021,36031,0
2020-10-24,ORLEANS,2020-2021,36073,1
2020-10-24,SCHENECTADY,2020-2021,36093,2
2020-10-24,RENSSELAER,2020-2021,36083,0
2020-10-24,GREENE,2020-2021,36039,0
2020-10-24,HAMILTON,2020-2021,36041,0
2020-10-24,PUTNAM,2020-2021,36079,3
2020-10-24,TOMPKINS,2020-2021,36109,0
2020-10-24,CHENANGO,2020-2021,36017,1
2020-10-24,ORANGE,2020-2021,36071,2
2020-10-24,MONROE,2020-2021,36055,3
2020-10-24,NASSAU,2020-2021,36059,6
2020-10-24,SCHOHARIE,2020-2021,36095,0
2020-10-24,ULSTER,2020-2021,36111,0
2020-10-24,SARATOGA,2020-2021,36091,1
2020-10-24,CLINTON,2020-2021,36019,0
2020-10-24,CHEMUNG,2020-2021,36015,1
2020-10-24,GENESEE,2020-2021,36037,0
2020-10-24,JEFFERSON,2020-2021,36045,0
2020-10-24,ONONDAGA,2020-2021,36067,4
2020-10-24,COLUMBIA,2020-2021,36021,0
2020-10-24,ROCKLAND,2020-2021,36087,1
2020-10-24,SCHUYLER,2020-2021,36097,0
2020-10-24,WYOMING,2020-2021,36121,0
2020-10-24,SULLIVAN,2020-2021,36105,2
2020-10-24,DUTCHESS,2020-2021,36027,4
2020-10-24,ALLEGANY,2020-2021,36003,0
2020-10-24,ONTARIO,2020-2021,36069,0
2020-10-24,LEWIS,2020-2021,36049,0
2020-10-24,HERKIMER,2020-2021,36043,0
2020-10-24,WARREN,2020-2021,36113,3
2020-10-24,BROOME,2020-2021,36007,0
2020-10-24,STEUBEN,2020-2021,36101,0
2020-10-24,WASHINGTON,2020-2021,36115,1
2020-10-24,LIVINGSTON,2020-2021,36051,0
2020-10-24,NIAGARA,2020-2021,36063,0
2020-10-24,ST LAWRENCE,2020-2021,36089,0
2020-10-24,BRONX,2020-2021,36005,1
2020-10-24,MADISON,2020-2021,36053,0
2020-10-24,NEW YORK,2020-2021,36061,1
2020-10-24,QUEENS,2020-2021,36081,4
2020-10-24,MONTGOMERY,2020-2021,36057,0
2020-10-24,TIOGA,2020-2021,36107,0
2020-10-31,SARATOGA,2020-2021,36091,2
2020-10-31,ALLEGANY,2020-2021,36003,0
2020-10-31,LIVINGSTON,2020-2021,36051,0
2020-10-31,NASSAU,2020-2021,36059,7
2020-10-31,BROOME,2020-2021,36007,0
2020-10-31,ESSEX,2020-2021,36031,0
2020-10-31,GENESEE,2020-2021,36037,0
2020-10-31,WAYNE,2020-2021,36117,0
2020-10-31,COLUMBIA,2020-2021,36021,0
2020-10-31,WYOMING,2020-2021,36121,0
2020-10-31,ERIE,2020-2021,36029,12
2020-10-31,ROCKLAND,2020-2021,36087,0
2020-10-31,OSWEGO,2020-2021,36075,0
2020-10-31,CAYUGA,2020-2021,36011,0
2020-10-31,SULLIVAN,2020-2021,36105,2
2020-10-31,KINGS,2020-2021,36047,15
2020-10-31,DUTCHESS,2020-2021,36027,1
2020-10-31,WASHINGTON,2020-2021,36115,0
2020-10-31,ULSTER,2020-2021,36111,1
2020-10-31,MONTGOMERY,2020-2021,36057,0
2020-10-31,CHAUTAUQUA,2020-2021,36013,0
2020-10-31,SCHUYLER,2020-2021,36097,0
2020-10-31,MONROE,2020-2021,36055,1
2020-10-31,HERKIMER,2020-2021,36043,0
2020-10-31,SCHOHARIE,2020-2021,36095,1
2020-10-31,ORANGE,2020-2021,36071,4
2020-10-31,NIAGARA,2020-2021,36063,2
2020-10-31,CHENANGO,2020-2021,36017,0
2020-10-31,PUTNAM,2020-2021,36079,2
2020-10-31,ONTARIO,2020-2021,36069,0
2020-10-31,QUEENS,2020-2021,36081,6
2020-10-31,HAMILTON,2020-2021,36041,0
2020-10-31,SCHENECTADY,2020-2021,36093,2
2020-10-31,CHEMUNG,2020-2021,36015,1
2020-10-31,BRONX,2020-2021,36005,2
2020-10-31,JEFFERSON,2020-2021,36045,0
2020-10-31,NEW YORK,2020-2021,36061,1
2020-10-31,ORLEANS,2020-2021,36073,0
2020-10-31,GREENE,2020-2021,36039,1
2020-10-31,MADISON,2020-2021,36053,0
2020-10-31,TOMPKINS,2020-2021,36109,2
2020-10-31,ONONDAGA,2020-2021,36067,1
2020-10-31,RENSSELAER,2020-2021,36083,2
2020-10-31,STEUBEN,2020-2021,36101,1
2020-10-31,WARREN,2020-2021,36113,1
2020-10-31,FRANKLIN,2020-2021,36033,0
2020-10-31,CLINTON,2020-2021,36019,1
2020-10-31,ALBANY,2020-2021,36001,1
2020-10-31,CORTLAND,2020-2021,36023,0
2020-10-31,YATES,2020-2021,36123,0
2020-10-31,ONEIDA,2020-2021,36065,2
2020-10-31,TIOGA,2020-2021,36107,0
2020-10-31,LEWIS,2020-2021,36049,1
2020-10-31,RICHMOND,2020-2021,36085,3
2020-10-31,ST LAWRENCE,2020-2021,36089,0
2020-10-31,DELAWARE,2020-2021,36025,0
2020-10-31,SUFFOLK,2020-2021,36103,3
2020-10-31,SENECA,2020-2021,36099,0
2020-10-31,OTSEGO,2020-2021,36077,1
2020-10-31,CATTARAUGUS,2020-2021,36009,0
2020-10-31,WESTCHESTER,2020-2021,36119,5
2020-10-31,FULTON,2020-2021,36035,1
2020-11-07,RENSSELAER,2020-2021,36083,2
2020-11-07,ONEIDA,2020-2021,36065,0
2020-11-07,ONONDAGA,2020-2021,36067,0
2020-11-07,TOMPKINS,2020-2021,36109,1
2020-11-07,SCHUYLER,2020-2021,36097,0
2020-11-07,MONROE,2020-2021,36055,3
2020-11-07,ESSEX,2020-2021,36031,2
2020-11-07,YATES,2020-2021,36123,0
2020-11-07,ALBANY,2020-2021,36001,0
2020-11-07,OTSEGO,2020-2021,36077,3
2020-11-07,ALLEGANY,2020-2021,36003,2
2020-11-07,NASSAU,2020-2021,36059,16
2020-11-07,RICHMOND,2020-2021,36085,17
2020-11-07,LIVINGSTON,2020-2021,36051,0
2020-11-07,BROOME,2020-2021,36007,1
2020-11-07,SARATOGA,2020-2021,36091,3
2020-11-07,WARREN,2020-2021,36113,0
2020-11-07,WYOMING,2020-2021,36121,2
2020-11-07,TIOGA,2020-2021,36107,0
2020-11-07,GREENE,2020-2021,36039,0
2020-11-07,SCHOHARIE,2020-2021,36095,0
2020-11-07,LEWIS,2020-2021,36049,0
2020-11-07,ORANGE,2020-2021,36071,0
2020-11-07,NIAGARA,2020-2021,36063,2
2020-11-07,WESTCHESTER,2020-2021,36119,7
2020-11-07,CHENANGO,2020-2021,36017,2
2020-11-07,PUTNAM,2020-2021,36079,5
2020-11-07,ST LAWRENCE,2020-2021,36089,0
2020-11-07,ONTARIO,2020-2021,36069,0
2020-11-07,MADISON,2020-2021,36053,2
2020-11-07,QUEENS,2020-2021,36081,22
2020-11-07,CATTARAUGUS,2020-2021,36009,3
2020-11-07,SCHENECTADY,2020-2021,36093,2
2020-11-07,CHEMUNG,2020-2021,36015,0
2020-11-07,BRONX,2020-2021,36005,1
2020-11-07,DELAWARE,2020-2021,36025,1
2020-11-07,JEFFERSON,2020-2021,36045,2
2020-11-07,WAYNE,2020-2021,36117,0
2020-11-07,NEW YORK,2020-2021,36061,4
2020-11-07,ORLEANS,2020-2021,36073,0
2020-11-07,HAMILTON,2020-2021,36041,0
2020-11-07,CLINTON,2020-2021,36019,0
2020-11-07,HERKIMER,2020-2021,36043,3
2020-11-07,OSWEGO,2020-2021,36075,0
2020-11-07,CAYUGA,2020-2021,36011,0
2020-11-07,SENECA,2020-2021,36099,0
2020-11-07,GENESEE,2020-2021,36037,0
2020-11-07,CORTLAND,2020-2021,36023,1
2020-11-07,COLUMBIA,2020-2021,36021,0
2020-11-07,WASHINGTON,2020-2021,36115,3
2020-11-07,SUFFOLK,2020-2021,36103,3
2020-11-07,ULSTER,2020-2021,36111,0
2020-11-07,SULLIVAN,2020-2021,36105,3
2020-11-07,FULTON,2020-2021,36035,0
2020-11-07,ROCKLAND,2020-2021,36087,2
2020-11-07,ERIE,2020-2021,36029,31
2020-11-07,CHAUTAUQUA,2020-2021,36013,3
2020-11-07,KINGS,2020-2021,36047,10
2020-11-07,DUTCHESS,2020-2021,36027,4
2020-11-07,FRANKLIN,2020-2021,36033,0
2020-11-07,MONTGOMERY,2020-2021,36057,0
2020-11-07,STEUBEN,2020-2021,36101,0
2020-11-14,ORLEANS,2020-2021,36073,0
2020-11-14,FULTON,2020-2021,36035,0
2020-11-14,GREENE,2020-2021,36039,0
2020-11-14,PUTNAM,2020-2021,36079,3
2020-11-14,ROCKLAND,2020-2021,36087,0
2020-11-14,TOMPKINS,2020-2021,36109,0
2020-11-14,ONONDAGA,2020-2021,36067,5
2020-11-14,CLINTON,2020-2021,36019,0
2020-11-14,SENECA,2020-2021,36099,0
2020-11-14,HERKIMER,2020-2021,36043,0
2020-11-14,NEW YORK,2020-2021,36061,3
2020-11-14,KINGS,2020-2021,36047,7
2020-11-14,SCHENECTADY,2020-2021,36093,2
2020-11-14,SULLIVAN,2020-2021,36105,2
2020-11-14,CATTARAUGUS,2020-2021,36009,0
2020-11-14,WASHINGTON,2020-2021,36115,2
2020-11-14,BRONX,2020-2021,36005,8
2020-11-14,CHEMUNG,2020-2021,36015,0
2020-11-14,ST LAWRENCE,2020-2021,36089,0
2020-11-14,QUEENS,2020-2021,36081,6
2020-11-14,ONTARIO,2020-2021,36069,0
2020-11-14,DELAWARE,2020-2021,36025,1
2020-11-14,CAYUGA,2020-2021,36011,0
2020-11-14,JEFFERSON,2020-2021,36045,1
2020-11-14,OSWEGO,2020-2021,36075,0
2020-11-14,CORTLAND,2020-2021,36023,2
2020-11-14,TIOGA,2020-2021,36107,0
2020-11-14,DUTCHESS,2020-2021,36027,2
2020-11-14,ONEIDA,2020-2021,36065,2
2020-11-14,ERIE,2020-2021,36029,79
2020-11-14,NASSAU,2020-2021,36059,11
2020-11-14,FRANKLIN,2020-2021,36033,0
2020-11-14,NIAGARA,2020-2021,36063,6
2020-11-14,GENESEE,2020-2021,36037,2
2020-11-14,RICHMOND,2020-2021,36085,13
2020-11-14,LEWIS,2020-2021,36049,0
2020-11-14,WYOMING,2020-2021,36121,2
2020-11-14,SARATOGA,2020-2021,36091,1
2020-11-14,STEUBEN,2020-2021,36101,1
2020-11-14,SCHOHARIE,2020-2021,36095,0
2020-11-14,LIVINGSTON,2020-2021,36051,0
2020-11-14,MADISON,2020-2021,36053,1
2020-11-14,BROOME,2020-2021,36007,2
2020-11-14,WAYNE,2020-2021,36117,0
2020-11-14,WESTCHESTER,2020-2021,36119,2
2020-11-14,ALLEGANY,2020-2021,36003,0
2020-11-14,CHENANGO,2020-2021,36017,1
2020-11-14,MONTGOMERY,2020-2021,36057,0
2020-11-14,OTSEGO,2020-2021,36077,2
2020-11-14,WARREN,2020-2021,36113,2
2020-11-14,ALBANY,2020-2021,36001,0
2020-11-14,COLUMBIA,2020-2021,36021,0
2020-11-14,SCHUYLER,2020-2021,36097,0
2020-11-14,ULSTER,2020-2021,36111,0
2020-11-14,SUFFOLK,2020-2021,36103,11
2020-11-14,RENSSELAER,2020-2021,36083,1
2020-11-14,MONROE,2020-2021,36055,9
2020-11-14,ESSEX,2020-2021,36031,2
2020-11-14,ORANGE,2020-2021,36071,0
2020-11-14,YATES,2020-2021,36123,0
2020-11-14,CHAUTAUQUA,2020-2021,36013,3
2020-11-14,HAMILTON,2020-2021,36041,0
2020-11-21,PUTNAM,2020-2021,36079,4
2020-11-21,NIAGARA,2020-2021,36063,7
2020-11-21,SCHOHARIE,2020-2021,36095,0
2020-11-21,CHENANGO,2020-2021,36017,1
2020-11-21,HAMILTON,2020-2021,36041,0
2020-11-21,ULSTER,2020-2021,36111,0
2020-11-21,ORANGE,2020-2021,36071,0
2020-11-21,GREENE,2020-2021,36039,0
2020-11-21,SCHENECTADY,2020-2021,36093,0
2020-11-21,WAYNE,2020-2021,36117,0
2020-11-21,LIVINGSTON,2020-2021,36051,0
2020-11-21,RICHMOND,2020-2021,36085,4
2020-11-21,CLINTON,2020-2021,36019,2
2020-11-21,GENESEE,2020-2021,36037,0
2020-11-21,SARATOGA,2020-2021,36091,1
2020-11-21,FRANKLIN,2020-2021,36033,0
2020-11-21,NASSAU,2020-2021,36059,6
2020-11-21,MONTGOMERY,2020-2021,36057,0
2020-11-21,FULTON,2020-2021,36035,0
2020-11-21,RENSSELAER,2020-2021,36083,1
2020-11-21,MONROE,2020-2021,36055,0
2020-11-21,CORTLAND,2020-2021,36023,1
2020-11-21,YATES,2020-2021,36123,0
2020-11-21,ALBANY,2020-2021,36001,0
2020-11-21,COLUMBIA,2020-2021,36021,0
2020-11-21,DUTCHESS,2020-2021,36027,5
2020-11-21,TOMPKINS,2020-2021,36109,0
2020-11-21,ROCKLAND,2020-2021,36087,1
2020-11-21,OTSEGO,2020-2021,36077,0
2020-11-21,TIOGA,2020-2021,36107,0
2020-11-21,ORLEANS,2020-2021,36073,0
2020-11-21,NEW YORK,2020-2021,36061,4
2020-11-21,DELAWARE,2020-2021,36025,1
2020-11-21,OSWEGO,2020-2021,36075,0
2020-11-21,WASHINGTON,2020-2021,36115,1
2020-11-21,BRONX,2020-2021,36005,4
2020-11-21,SULLIVAN,2020-2021,36105,1
2020-11-21,STEUBEN,2020-2021,36101,0
2020-11-21,WESTCHESTER,2020-2021,36119,9
2020-11-21,SCHUYLER,2020-2021,36097,0
2020-11-21,HERKIMER,2020-2021,36043,2
2020-11-21,CHAUTAUQUA,2020-2021,36013,0
2020-11-21,CHEMUNG,2020-2021,36015,0
2020-11-21,MADISON,2020-2021,36053,0
2020-11-21,WYOMING,2020-2021,36121,2
2020-11-21,CAYUGA,2020-2021,36011,0
2020-11-21,ALLEGANY,2020-2021,36003,0
2020-11-21,KINGS,2020-2021,36047,1
2020-11-21,ERIE,2020-2021,36029,109
2020-11-21,ONTARIO,2020-2021,36069,0
2020-11-21,SUFFOLK,2020-2021,36103,9
2020-11-21,WARREN,2020-2021,36113,5
2020-11-21,SENECA,2020-2021,36099,0
2020-11-21,BROOME,2020-2021,36007,3
2020-11-21,LEWIS,2020-2021,36049,0
2020-11-21,ESSEX,2020-2021,36031,0
2020-11-21,ST LAWRENCE,2020-2021,36089,0
2020-11-21,CATTARAUGUS,2020-2021,36009,4
2020-11-21,QUEENS,2020-2021,36081,18
2020-11-21,ONEIDA,2020-2021,36065,4
2020-11-21,JEFFERSON,2020-2021,36045,1
2020-11-21,ONONDAGA,2020-2021,36067,7
2020-11-28,TOMPKINS,2020-2021,36109,0
2020-11-28,WYOMING,2020-2021,36121,0
2020-11-28,LIVINGSTON,2020-2021,36051,0
2020-11-28,MADISON,2020-2021,36053,1
2020-11-28,SARATOGA,2020-2021,36091,1
2020-11-28,JEFFERSON,2020-2021,36045,10
2020-11-28,ORLEANS,2020-2021,36073,0
2020-11-28,NEW YORK,2020-2021,36061,0
2020-11-28,NASSAU,2020-2021,36059,10
2020-11-28,RENSSELAER,2020-2021,36083,0
2020-11-28,MONROE,2020-2021,36055,0
2020-11-28,GREENE,2020-2021,36039,0
2020-11-28,SCHUYLER,2020-2021,36097,0
2020-11-28,WAYNE,2020-2021,36117,0
2020-11-28,ESSEX,2020-2021,36031,5
2020-11-28,ONONDAGA,2020-2021,36067,5
2020-11-28,WARREN,2020-2021,36113,0
2020-11-28,ALLEGANY,2020-2021,36003,1
2020-11-28,WESTCHESTER,2020-2021,36119,2
2020-11-28,COLUMBIA,2020-2021,36021,0
2020-11-28,GENESEE,2020-2021,36037,0
2020-11-28,CATTARAUGUS,2020-2021,36009,1
2020-11-28,DELAWARE,2020-2021,36025,0
2020-11-28,TIOGA,2020-2021,36107,0
2020-11-28,OTSEGO,2020-2021,36077,0
2020-11-28,ST LAWRENCE,2020-2021,36089,1
2020-11-28,ONEIDA,2020-2021,36065,0
2020-11-28,ALBANY,2020-2021,36001,0
2020-11-28,YATES,2020-2021,36123,0
2020-11-28,RICHMOND,2020-2021,36085,10
2020-11-28,FRANKLIN,2020-2021,36033,0
2020-11-28,CORTLAND,2020-2021,36023,1
2020-11-28,SENECA,2020-2021,36099,0
2020-11-28,STEUBEN,2020-2021,36101,0
2020-11-28,CLINTON,2020-2021,36019,0
2020-11-28,FULTON,2020-2021,36035,0
2020-11-28,ERIE,2020-2021,36029,11
2020-11-28,ULSTER,2020-2021,36111,2
2020-11-28,OSWEGO,2020-2021,36075,0
2020-11-28,KINGS,2020-2021,36047,17
2020-11-28,SULLIVAN,2020-2021,36105,0
2020-11-28,WASHINGTON,2020-2021,36115,1
2020-11-28,CAYUGA,2020-2021,36011,1
2020-11-28,MONTGOMERY,2020-2021,36057,0
2020-11-28,ROCKLAND,2020-2021,36087,0
2020-11-28,QUEENS,2020-2021,36081,16
2020-11-28,DUTCHESS,2020-2021,36027,12
2020-11-28,CHAUTAUQUA,2020-2021,36013,1
2020-11-28,BROOME,2020-2021,36007,0
2020-11-28,SUFFOLK,2020-2021,36103,11
2020-11-28,CHEMUNG,2020-2021,36015,0
2020-11-28,LEWIS,2020-2021,36049,0
2020-11-28,HAMILTON,2020-2021,36041,0
2020-11-28,NIAGARA,2020-2021,36063,0
2020-11-28,SCHOHARIE,2020-2021,36095,0
2020-11-28,HERKIMER,2020-2021,36043,0
2020-11-28,CHENANGO,2020-2021,36017,1
2020-11-28,ORANGE,2020-2021,36071,1
2020-11-28,SCHENECTADY,2020-2021,36093,0
2020-11-28,ONTARIO,2020-2021,36069,0
2020-11-28,PUTNAM,2020-2021,36079,4
